GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
199675	0.8001	0.0079199	0.796	-2.655466	-2.1127146	18.01	MCEMP1	mast cell expressed membrane protein 1
55599	0.8533	0.010079	0.291	-2.573108	-0.749269	134.8	RNPC3	RNA binding region (RNP1, RRM) containing 3
3310	0.8533	0.010973	0.727	-2.543559	-1.8480076	28.29	HSPA6	heat shock protein family A (Hsp70) member 6
3311	0.8533	0.010973	0.727	-2.543559	-1.8480076	28.29	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)
23530	0.8533	0.0115366	0.193	2.52601	0.4879403	2050.22	NNT	nicotinamide nucleotide transhydrogenase
1557	0.8533	0.0105961	0.313	-2.555745	-0.7992037	822.04	CYP2C19	cytochrome P450 family 2 subfamily C member 19
4288	0.8533	0.0114876	0.98	2.527505	2.4776579	18.55	MKI67	marker of proliferation Ki-67
3606	0.8965	0.0125391	0.455	-2.496598	-1.134808	63.22	IL18	interleukin 18
9636	0.9995	0.6597974	0.314	-0.440193	-0.1384111	157.08	ISG15	ISG15 ubiquitin like modifier
126792	0.9995	0.5288706	0.336	-0.629731	-0.211786	84.19	B3GALT6	beta-1,3-galactosyltransferase 6
2782	0.9995	0.7021571	0.166	0.38241	0.0634751	3961.46	GNB1	G protein subunit beta 1
1677	0.9995	0.4739369	0.455	-0.716088	-0.3259232	41.81	DFFB	DNA fragmentation factor subunit beta
6146	0.9995	0.9947528	0.329	0.006576	0.0021647	695.1	RPL22	ribosomal protein L22
23463	0.9995	0.4556946	0.645	-0.745955	-0.481347	25.95	ICMT	isoprenylcysteine carboxyl methyltransferase
11315	0.9995	0.7994312	0.157	0.254083	0.0397789	3335.38	PARK7	Parkinsonism associated deglycase
6518	0.9995	0.4129669	0.727	-0.818684	-0.5952102	17.33	SLC2A5	solute carrier family 2 member 5
22883	0.9995	0.572527	0.289	-0.564334	-0.1629093	127.84	CLSTN1	calsyntenin 1
1676	0.9995	0.4882428	0.511	-0.693106	-0.3544386	31.03	DFFA	DNA fragmentation factor subunit alpha
10747	0.9995	0.9543237	0.182	0.057278	0.0104386	1406.94	MASP2	MBL associated serine protease 2
6723	0.9995	0.6037765	0.348	0.518977	0.1805022	134	SRM	spermidine synthase
7133	0.9995	0.9778935	0.34	0.02771	0.009423	265.43	TNFRSF1B	TNF receptor superfamily member 1B
842	0.9995	0.9101005	0.469	0.112912	0.0529783	57.63	CASP9	caspase 9
23013	0.9995	0.6921993	0.226	0.395872	0.0893496	276.93	SPEN	spen family transcriptional repressor
6390	0.9995	0.8911808	0.187	-0.13681	-0.0256257	2172.73	SDHB	succinate dehydrogenase complex iron sulfur subunit B
8574	0.9995	0.3383176	0.294	-0.957495	-0.2812061	158.23	AKR7A2	aldo-keto reductase family 7 member A2
5320	0.9995	0.8520003	0.437	0.186567	0.0814733	274.62	PLA2G2A	phospholipase A2 group IIA
978	0.9995	0.6101548	0.216	0.509852	0.1099271	455.64	CDA	cytidine deaminase
65018	0.9995	0.4531288	0.185	0.750209	0.1388356	1981.02	PINK1	PTEN induced kinase 1
5909	0.9995	0.3616703	0.985	0.912187	0.8988089	10.8	RAP1GAP	RAP1 GTPase activating protein
998	0.9995	0.697293	0.182	0.388977	0.0709538	4084.12	CDC42	cell division cycle 42
712	0.9995	0.0978927	0.506	-1.655157	-0.8375508	84.34	C1QA	complement C1q A chain
714	0.9995	0.7939911	0.593	0.261131	0.1547686	46.21	C1QC	complement C1q C chain
713	0.9995	0.5124587	0.739	-0.655014	-0.4843006	1889.78	C1QB	complement C1q B chain
2048	0.9995	0.98595	0.622	-0.01761	-0.0109571	21.12	EPHB2	EPH receptor B2
6135	0.9995	0.3709373	0.173	0.894719	0.1550685	10633.69	RPL11	ribosomal protein L11
2582	0.9995	0.0256316	0.345	-2.231748	-0.7699942	84.37	GALE	UDP-galactose-4-epimerase
10772	0.9995	0.4419917	0.404	-0.768834	-0.3108425	81	SRSF10	serine and arginine rich splicing factor 10
25932	0.9995	0.7083437	0.154	-0.374081	-0.0576683	2037.81	CLIC4	chloride intracellular channel 4
23585	0.9995	0.3061447	0.362	-1.023345	-0.3701027	154.14	TMEM50A	transmembrane protein 50A
3925	0.9995	0.8164663	0.386	-0.232092	-0.0896778	186.83	STMN1	stathmin 1
1043	0.9995	0.5682035	0.329	-0.570699	-0.1878745	946.15	CD52	CD52 molecule
79947	0.9995	0.0822426	0.328	1.73782	0.5695994	132.21	DHDDS	dehydrodolichyl diphosphate synthase subunit
6195	0.9995	0.7073427	0.64	0.375427	0.2404022	44.48	RPS6KA1	ribosomal protein S6 kinase A1
23038	0.9995	0.8870083	0.248	-0.142091	-0.0352839	214.65	WDTC1	WD and tetratricopeptide repeats 1
84958	0.9995	0.9444418	0.774	0.069688	0.0539625	13.6	SYTL1	synaptotagmin like 1
2268	0.9995	0.0779787	0.519	-1.762537	-0.9148306	124.78	FGR	FGR proto-oncogene, Src family tyrosine kinase
6118	0.9995	0.5647295	0.389	-0.575831	-0.223758	53.83	RPA2	replication protein A2
83667	0.9995	0.7488516	0.238	0.320154	0.0763352	228.76	SESN2	sestrin 2
7805	0.9995	0.3671125	0.312	-0.901895	-0.2814711	1657.03	LAPTM5	lysosomal protein transmembrane 5
1307	0.9995	0.1007459	0.43	1.641248	0.7062382	64.22	COL16A1	collagen type XVI alpha 1 chain
200081	0.9995	0.7164028	0.182	0.363271	0.0661143	1486.07	TXLNA	taxilin alpha
3932	0.9995	0.2856175	0.621	1.067785	0.6632004	21.01	LCK	LCK proto-oncogene, Src family tyrosine kinase
127544	0.9995	0.2711112	0.346	1.100507	0.3804763	131.13	RNF19B	ring finger protein 19B
1296	0.9995	0.7451917	1.069	-0.324986	-0.3472861	7.37	COL8A2	collagen type VIII alpha 2 chain
27095	0.9995	0.897106	0.208	0.129318	0.0269262	772.9	TRAPPC3	trafficking protein particle complex subunit 3
23499	0.9995	0.7543143	0.3	0.312956	0.0937385	253.09	MACF1	microtubule actin crosslinking factor 1
10450	0.9995	0.8735713	0.219	-0.159124	-0.0348772	260.24	PPIE	peptidylprolyl isomerase E
22887	0.9995	0.4205481	0.305	-0.805471	-0.245915	98.6	FOXJ3	forkhead box J3
728621	0.9995	0.3174238	0.256	-0.999766	-0.255951	190.24	CCDC30	coiled-coil domain containing 30
79717	0.9995	0.3174238	0.256	-0.999766	-0.255951	190.24	PPCS	phosphopantothenoylcysteine synthetase
10969	0.9995	0.8408716	0.203	-0.200779	-0.0406966	1257.24	EBNA1BP2	EBNA1 binding protein 2
5792	0.9995	0.9408267	0.742	0.074231	0.0550457	21.69	PTPRF	protein tyrosine phosphatase receptor type F
9670	0.9995	0.5105398	0.542	-0.657997	-0.356918	24.29	IPO13	importin 13
533	0.9995	0.8259567	0.365	-0.21989	-0.0801967	150.55	ATP6V0B	ATPase H+ transporting V0 subunit b
11004	0.9995	0.0254525	1.115	2.234464	2.4915352	9.03	KIF2C	kinesin family member 2C
5052	0.9995	0.7452684	0.194	-0.324885	-0.0629892	700.82	PRDX1	peroxiredoxin 1
23139	0.9995	0.6716359	0.349	-0.423904	-0.1480475	123.51	MAST2	microtubule associated serine/threonine kinase 2
10489	0.9995	0.9138329	0.241	-0.108205	-0.0260808	330.25	LRRC41	leucine rich repeat containing 41
8569	0.9995	0.8125662	0.326	-0.237117	-0.0772938	81.14	MKNK1	MAPK interacting serine/threonine kinase 1
9813	0.9995	0.3357287	0.734	-0.962639	-0.7064109	13.46	EFCAB14	EF-hand calcium binding domain 14
1579	0.9995	0.852218	0.206	-0.186289	-0.0384563	3867.78	CYP4A11	cytochrome P450 family 4 subfamily A member 11
284541	0.9995	0.9607397	0.247	-0.049225	-0.0121443	2182.07	CYP4A22	cytochrome P450 family 4 subfamily A member 22
2060	0.9995	0.981683	0.204	-0.022959	-0.0046732	405.64	EPS15	epidermal growth factor receptor pathway substrate 15
6342	0.9995	0.528476	0.205	0.630334	0.1290797	9280.86	SCP2	sterol carrier protein 2
51253	0.9995	0.6197169	0.19	0.496252	0.0943363	653.42	MRPL37	mitochondrial ribosomal protein L37
7268	0.9995	0.6982271	0.306	-0.387715	-0.1186294	149.48	TTC4	tetratricopeptide repeat domain 4
3725	0.9995	0.1429722	0.388	-1.464812	-0.5687088	77.49	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
84938	0.9995	0.1827873	0.328	-1.332222	-0.4368155	149.33	ATG4C	autophagy related 4C cysteine peptidase
5236	0.9995	0.5277417	0.178	0.631457	0.1126894	1309.84	PGM1	phosphoglucomutase 1
3716	0.9995	0.977596	0.218	0.028083	0.0061344	689.55	JAK1	Janus kinase 1
1647	0.9995	0.2706403	0.287	-1.101589	-0.3156276	520.19	GADD45A	growth arrest and DNA damage inducible alpha
8790	0.9995	0.772905	0.681	0.288577	0.196537	29.22	FPGT	fucose-1-phosphate guanylyltransferase
1429	0.9995	0.1915374	0.282	-1.306044	-0.3682051	1071.15	CRYZ	crystallin zeta
34	0.9995	0.9717161	0.272	-0.035456	-0.0096545	608.05	ACADM	acyl-CoA dehydrogenase medium chain
5876	0.9995	0.5313616	0.214	-0.625929	-0.1339859	1945.49	RABGGTB	Rab geranylgeranyltransferase subunit beta
5737	0.9995	0.5210739	0.241	-0.641691	-0.1544867	285.22	PTGFR	prostaglandin F receptor
10561	0.9995	0.9478771	0.295	-0.065373	-0.0192681	113.43	IFI44	interferon induced protein 44
64123	0.9995	0.2032552	0.958	-1.272332	-1.2182864	29.45	ADGRL4	adhesion G protein-coupled receptor L4
5567	0.9995	0.2703613	0.286	-1.102231	-0.315162	281.4	PRKACB	protein kinase cAMP-activated catalytic subunit beta
3491	0.9995	0.1815878	0.624	1.335882	0.8341073	27.73	CCN1	cellular communication network factor 1
51100	0.9995	0.5068814	0.235	0.663701	0.1559882	463.3	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
9653	0.9995	0.8142132	0.186	0.234994	0.0437163	880.34	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
56267	0.9995	0.8724542	0.237	-0.160542	-0.037973	521.66	KYAT3	kynurenine aminotransferase 3
8317	0.9995	0.6544347	1.033	0.44761	0.4625124	10.26	CDC7	cell division cycle 7
388650	0.9995	0.1143056	0.223	1.579133	0.3528464	432.86	DIPK1A	divergent protein kinase domain 1A
22823	0.9995	0.607675	0.238	-0.513395	-0.121968	242.25	MTF2	metal response element binding transcription factor 2
30836	0.9995	0.9082084	0.256	-0.115299	-0.0295061	349.26	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
2730	0.9995	0.9640466	0.248	0.045076	0.0111761	2022.58	GCLM	glutamate-cysteine ligase modifier subunit
2152	0.9995	0.7062691	0.678	0.376871	0.2553361	27.6	F3	coagulation factor III, tissue factor
1266	0.9995	0.2170652	0.172	1.23437	0.2121163	2749.48	CNN3	calponin 3
51375	0.9995	0.7333613	0.244	-0.340658	-0.0831222	247	SNX7	sorting nexin 7
178	0.9995	0.407344	0.278	0.828577	0.2305846	353.86	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
23443	0.9995	0.3521429	0.222	0.930441	0.2069278	825.7	SLC35A3	solute carrier family 35 member A3
64645	0.9995	0.6608981	0.245	0.438674	0.1073496	357.37	MFSD14A	major facilitator superfamily domain containing 14A
7412	0.9995	0.4022666	2.1	0.83758	1.7590332	70.57	VCAM1	vascular cell adhesion molecule 1
102606465	0.9995	0.9487775	0.343	0.064242	0.02202	88.69	DPH5-DT	DPH5 divergent transcript
280	0.9995	0.9380033	0.327	0.07778	0.0254497	274.28	AMY2B	amylase alpha 2B
279	0.9995	0.922144	0.353	-0.097733	-0.034508	129.6	AMY2A	amylase alpha 2A
276	0.9995	0.609903	0.738	-0.510212	-0.376767	11.86	AMY1A	amylase alpha 1A
277	0.9995	0.3659109	0.809	-0.904159	-0.7318122	10.65	AMY1B	amylase alpha 1B
278	0.9995	0.9460523	0.718	0.067665	0.0485876	18.4	AMY1C	amylase alpha 1C
10451	0.9995	0.4294774	0.972	-0.790086	-0.7679444	12.69	VAV3	vav guanine nucleotide exchange factor 3
84722	0.9995	0.9444046	0.732	-0.069735	-0.0510561	28.36	PSRC1	proline and serine rich coiled-coil 1
2773	0.9995	0.0513138	0.302	-1.948847	-0.5884684	172.98	GNAI3	G protein subunit alpha i3
2946	0.9995	0.079518	0.384	-1.75349	-0.673544	103.61	GSTM2	glutathione S-transferase mu 2
2944	0.9995	0.4380012	0.276	0.775573	0.2138655	155.24	GSTM1	glutathione S-transferase mu 1
2947	0.9995	0.571317	0.217	0.566113	0.1230965	508.69	GSTM3	glutathione S-transferase mu 3
79574	0.9995	0.2427539	0.439	-1.168131	-0.5126633	74.15	EPS8L3	EPS8 like 3
79961	0.9995	0.7554582	0.385	-0.311451	-0.1198738	83.64	DENND2D	DENN domain containing 2D
128346	0.9995	0.1939032	0.685	-1.299119	-0.8893718	27.46	C1orf162	chromosome 1 open reading frame 162
10286	0.9995	0.9020235	0.241	0.123106	0.0296636	573.1	BCAS2	BCAS2 pre-mRNA processing factor
4893	0.9995	0.4269373	0.433	-0.794444	-0.3436056	166.31	NRAS	NRAS proto-oncogene, GTPase
476	0.9995	0.348435	0.209	0.937629	0.195743	2561.5	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
965	0.9995	0.281583	0.198	-1.07677	-0.2128464	788.75	CD58	CD58 molecule
914	0.9995	0.6985908	0.702	0.387223	0.2718323	28.3	CD2	CD2 molecule
10885	0.9995	0.7143637	0.273	-0.366002	-0.1000893	348.78	WDR3	WD repeat domain 3
3284	0.9995	0.1356149	1.052	-1.492321	-1.569379	12.41	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
26227	0.9995	0.5048835	0.297	-0.666826	-0.1979743	202.1	PHGDH	phosphoglycerate dehydrogenase
3158	0.9995	0.5400979	0.238	0.612665	0.1456466	16667.67	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2
4853	0.9995	0.8370936	0.19	0.205613	0.0390599	525.22	NOTCH2	notch receptor 2
653505	0.9995	0.5545645	0.679	0.590934	0.4014528	16.87	PPIAL4A	peptidylprolyl isomerase A like 4A
2210	0.9995	0.3983486	0.493	-0.844574	-0.4164468	69.71	FCGR1BP	Fc gamma receptor Ib, pseudogene
100132417	0.9995	0.4207523	0.649	-0.805117	-0.5222327	18.62	FCGR1CP	Fc gamma receptor Ic, pseudogene
653519	0.9995	0.8093277	0.203	0.241293	0.0490958	414.09	GPR89A	G protein-coupled receptor 89A
5565	0.9995	0.628698	0.282	0.48356	0.1364307	186.07	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
2330	0.9995	0.7324495	0.285	0.341869	0.097313	762.48	FMO5	flavin containing dimethylaniline monoxygenase 5
51463	0.9995	0.8093277	0.203	0.241293	0.0490958	414.09	GPR89B	G protein-coupled receptor 89B
2209	0.9995	0.4278352	0.692	-0.792901	-0.5488281	17.42	FCGR1A	Fc gamma receptor Ia
8337	0.9995	0.6646099	0.232	-0.433557	-0.1004522	314.48	H2AC18	H2A clustered histone 18
723790	0.9995	0.7406807	0.214	-0.330952	-0.0707652	768.39	H2AC19	H2A clustered histone 19
8349	0.9995	0.0429877	0.575	-2.02383	-1.1628796	30.22	H2BC21	H2B clustered histone 21
8338	0.9995	0.9502552	0.244	-0.062386	-0.0152156	466.35	H2AC20	H2A clustered histone 20
81611	0.9995	0.0618803	0.17	1.867153	0.3177313	732.31	ANP32E	acidic nuclear phosphoprotein 32 family member E
4170	0.9995	0.2559637	0.196	1.135983	0.2223348	3921.7	MCL1	MCL1 apoptosis regulator, BCL2 family member
1520	0.9995	0.8151268	0.274	0.233817	0.0641811	5375.94	CTSS	cathepsin S
405	0.9995	0.5603574	0.194	-0.582311	-0.1131032	867.55	ARNT	aryl hydrocarbon receptor nuclear translocator
55793	0.9995	0.5943112	0.628	-0.532599	-0.3345736	37.63	MINDY1	MINDY lysine 48 deubiquitinase 1
58497	0.9995	0.2233563	0.522	1.217652	0.6359721	37.53	PRUNE1	prune exopolyphosphatase 1
10962	0.9995	0.904438	0.445	0.120057	0.0533795	50.53	MLLT11	MLLT11 transcription factor 7 cofactor
6944	0.9995	0.6521337	0.255	-0.4508	-0.1148161	231.71	VPS72	vacuolar protein sorting 72 homolog
5710	0.9995	0.7500934	0.351	0.318516	0.1118484	193.79	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4
5993	0.9995	0.6924987	0.246	0.395466	0.0974295	378.04	RFX5	regulatory factor X5
57530	0.9995	0.4580659	0.305	-0.742035	-0.2266068	149.4	CGN	cingulin
117145	0.9995	0.75722	0.366	-0.309133	-0.112996	102	THEM4	thioesterase superfamily member 4
6280	0.9995	0.52581	0.387	0.634415	0.2453602	252.93	S100A9	S100 calcium binding protein A9
6275	0.9995	0.4614222	0.59	-0.736507	-0.434578	30.57	S100A4	S100 calcium binding protein A4
6273	0.9995	0.8832341	1.09	-0.146871	-0.1600247	12.62	S100A2	S100 calcium binding protein A2
6284	0.9995	0.3541912	0.237	0.92649	0.2195025	269.8	S100A13	S100 calcium binding protein A13
3608	0.9995	0.9956173	0.186	-0.005493	-0.0010191	525.19	ILF2	interleukin enhancer binding factor 2
65123	0.9995	0.6435302	0.499	-0.462769	-0.2306992	41.63	INTS3	integrator complex subunit 3
11000	0.9995	0.6756297	0.344	0.418434	0.1439519	90.63	SLC27A3	solute carrier family 27 member 3
10654	0.9995	0.9952792	0.527	0.005917	0.0031206	27.62	PMVK	phosphomevalonate kinase
6464	0.9995	0.5298487	0.258	0.628237	0.1622509	447.27	SHC1	SHC adaptor protein 1
1163	0.9995	0.8092359	0.451	0.241412	0.1089295	34.01	CKS1B	CDC28 protein kinase regulatory subunit 1B
80308	0.9995	0.1720861	0.399	-1.365531	-0.545307	54.19	FLAD1	flavin adenine dinucleotide synthetase 1
4582	0.9995	0.9935983	2.446	-0.008023	-0.0196226	18.78	MUC1	mucin 1, cell surface associated
1196	0.9995	0.0822875	0.215	-1.737565	-0.3736352	286.24	CLK2	CDC like kinase 2
22889	0.9995	0.8710814	0.303	0.162285	0.0492477	210.01	KHDC4	KH domain containing 4, pre-mRNA splicing factor
9181	0.9995	0.9564129	0.282	-0.054655	-0.0154076	178.61	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
4332	0.9995	0.8879469	0.731	-0.140903	-0.1029444	29.8	MNDA	myeloid cell nuclear differentiation antigen
1401	0.9995	0.3921157	0.642	0.855787	0.5491554	1714.63	CRP	C-reactive protein
1314	0.9995	0.9746351	0.244	0.031796	0.0077726	289.74	COPA	COPI coat complex subunit alpha
4817	0.9995	0.9598932	0.179	-0.050288	-0.0089801	574.7	NIT1	nitrilase 1
5498	0.9995	0.1521772	0.845	1.431883	1.2106457	10.07	PPOX	protoporphyrinogen oxidase
2207	0.9995	0.1063132	0.3	-1.614988	-0.483995	2360.26	FCER1G	Fc epsilon receptor Ig
9970	0.9995	0.1214448	0.245	-1.548738	-0.3801402	480.59	NR1I3	nuclear receptor subfamily 1 group I member 3
2214	0.9995	0.3659073	0.509	-0.904166	-0.4598115	167.93	FCGR3A	Fc gamma receptor IIIa
2215	0.9995	0.3659073	0.509	-0.904166	-0.4598115	167.93	FCGR3B	Fc gamma receptor IIIb
22926	0.9995	0.8339508	0.222	-0.209637	-0.046452	337.4	ATF6	activating transcription factor 6
25903	0.9995	0.0450023	0.352	-2.004633	-0.7055335	100.69	OLFML2B	olfactomedin like 2B
223	0.9995	0.6977661	0.167	0.388338	0.0649361	2016.6	ALDH9A1	aldehyde dehydrogenase 9 family member A1
54499	0.9995	0.577972	0.437	0.556349	0.2433469	80.18	TMCO1	transmembrane and coiled-coil domains 1
8804	0.9995	0.231163	0.191	1.197369	0.2286701	1163.85	CREG1	cellular repressor of E1A stimulated genes 1
92241	0.9995	0.2047704	0.524	-1.268077	-0.6643736	44.63	RCSD1	RCSD domain containing 1
9019	0.9995	0.6233225	0.219	0.491147	0.1076394	607.5	MPZL1	myelin protein zero like 1
25874	0.9995	0.7473002	0.203	-0.322201	-0.0653089	1612.51	MPC2	mitochondrial pyruvate carrier 2
6846	0.9995	0.4695236	0.716	0.723254	0.5180398	19.14	XCL2	X-C motif chemokine ligand 2
6375	0.9995	0.3961244	0.495	0.848563	0.4203423	44.94	XCL1	X-C motif chemokine ligand 1
481	0.9995	0.6443402	0.207	0.461639	0.0955458	771.09	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
2153	0.9995	0.5068645	0.276	-0.663728	-0.1835066	287.1	F5	coagulation factor V
6402	0.9995	0.6625396	1.036	-0.43641	-0.4520741	10.89	SELL	selectin L
55732	0.9995	0.9878905	0.409	0.015178	0.0062044	50.06	C1orf112	chromosome 1 open reading frame 112
2328	0.9995	0.9870356	0.229	-0.016249	-0.003725	3841.8	FMO3	flavin containing dimethylaniline monoxygenase 3
2326	0.9995	0.1094238	0.281	1.600789	0.450095	183.39	FMO1	flavin containing dimethylaniline monoxygenase 1
356	0.9995	0.0319596	1.096	-2.144916	-2.3508775	7.95	FASLG	Fas ligand
9917	0.9995	0.9560941	0.403	0.055056	0.0222054	82.05	FAM20B	FAM20B glycosaminoglycan xylosylkinase
2752	0.9995	0.3700069	0.241	-0.89646	-0.2162847	3059.33	GLUL	glutamate-ammonia ligase
3918	0.9995	0.9351591	0.486	0.081356	0.0395623	34.67	LAMC2	laminin subunit gamma 2
4688	0.9995	0.1309376	0.322	-1.510415	-0.4858052	413.9	NCF2	neutrophil cytosolic factor 2
5997	0.9995	0.607534	0.515	0.513597	0.2643858	119.98	RGS2	regulator of G protein signaling 2
3075	0.9995	0.1056498	0.159	1.61806	0.2579659	18524.04	CFH	complement factor H
3078	0.9995	0.5269691	0.173	0.632639	0.1097589	8848.85	CFHR1	complement factor H related 1
360023	0.9995	0.4921376	0.216	0.686913	0.1483854	323.34	ZBTB41	zinc finger and BTB domain containing 41
5788	0.9995	0.0373348	0.466	-2.082084	-0.970363	68.23	PTPRC	protein tyrosine phosphatase receptor type C
23271	0.9995	0.5373752	0.269	0.616787	0.165886	214.04	CAMSAP2	calmodulin regulated spectrin associated protein family member 2
23612	0.9995	0.6203766	0.548	-0.495317	-0.2714185	32.08	PHLDA3	pleckstrin homology like domain family A member 3
1465	0.9995	0.8136278	0.253	0.235749	0.0597086	481.69	CSRP1	cysteine and glycine rich protein 1
7832	0.9995	0.4127335	0.289	-0.819093	-0.237034	137.84	BTG2	BTG anti-proliferation factor 2
9641	0.9995	0.9776997	0.912	0.027953	0.0254866	11.87	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon
8444	0.9995	0.5501139	0.273	0.597589	0.1633028	143.81	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3
9261	0.9995	0.3306247	0.166	0.972856	0.1612725	1553.91	MAPKAPK2	MAPK activated protein kinase 2
3586	0.9995	0.5161591	1.071	-0.649277	-0.6956834	13.72	IL10	interleukin 10
9214	0.9995	0.4031261	0.589	-0.836051	-0.4922343	47.51	FCMR	Fc mu receptor
1604	0.9995	0.8990512	0.384	0.12686	0.0486679	146.24	CD55	CD55 molecule (Cromer blood group)
1379	0.9995	0.618422	0.699	-0.498088	-0.3482709	21.08	CR1L	complement C3b/C4b receptor 1 like
3914	0.9995	0.1500015	0.644	1.439526	0.9265567	28.01	LAMB3	laminin subunit beta 3
4751	0.9995	0.890462	0.948	-0.13772	-0.1305091	9.37	NEK2	NIMA related kinase 2
9926	0.9995	0.966888	0.406	0.041512	0.0168428	119.44	LPGAT1	lysophosphatidylglycerol acyltransferase 1
51514	0.9995	0.9214322	1.039	0.09863	0.1025194	12.04	DTL	denticleless E3 ubiquitin protein ligase homolog
29937	0.9995	0.6267883	0.274	-0.486252	-0.1330079	238.03	NENF	neudesin neurotrophic factor
467	0.9995	0.377059	0.679	-0.883328	-0.6001151	23.32	ATF3	activating transcription factor 3
2058	0.9995	0.9209322	0.592	-0.09926	-0.0587148	25.28	EPRS1	glutamyl-prolyl-tRNA synthetase 1
55699	0.9995	0.6872516	0.218	0.402588	0.087601	561.73	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial
7159	0.9995	0.9666594	0.925	-0.041798	-0.0386574	10.74	TP53BP2	tumor protein p53 binding protein 2
4931	0.9995	0.6525985	0.592	0.450155	0.2665364	36.46	NVL	nuclear VCP like
3930	0.9995	0.7645786	0.328	-0.299474	-0.098349	135.2	LBR	lamin B receptor
6726	0.9995	0.8499934	0.188	0.189127	0.0355961	1816.3	SRP9	signal recognition particle 9
2052	0.9995	0.720225	0.224	-0.358158	-0.0802921	22614.68	EPHX1	epoxide hydrolase 1
64746	0.9995	0.0607829	0.265	1.875071	0.4961129	271.26	ACBD3	acyl-CoA binding domain containing 3
142	0.9995	0.3785236	0.898	-0.88062	-0.7911657	10.02	PARP1	poly(ADP-ribose) polymerase 1
5664	0.9995	0.2300315	0.321	-1.200278	-0.3849929	145.75	PSEN2	presenilin 2
56997	0.9995	0.511752	0.188	-0.656112	-0.123285	670.81	COQ8A	coenzyme Q8A
5867	0.9995	0.1264767	0.431	-1.528144	-0.6582438	56.62	RAB4A	RAB4A, member RAS oncogene family
55746	0.9995	0.3121587	0.266	-1.010703	-0.2685936	249.55	NUP133	nucleoporin 133
