GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
55599	1.42e-01	3.11e-03	0.3	2.95682	0.886538	130.7	RNPC3	RNA binding region (RNP1, RRM) containing 3
821	1.46e-01	3.53e-03	0.15	-2.91778	-0.438749	1567.41	CANX	calnexin
100528017	1.46e-01	3.58e-03	0.173	-2.91305	-0.502742	1289.35	SAA2-SAA4	SAA2-SAA4 readthrough
6289	1.46e-01	3.58e-03	0.173	-2.91305	-0.502742	1289.35	SAA2	serum amyloid A2
12	1.46e-01	3.55e-03	0.287	-2.91584	-0.835969	674.4	SERPINA3	serpin family A member 3
64080	1.62e-01	4.24e-03	0.327	-2.85993	-0.935756	103.34	RBKS	ribokinase
2771	1.62e-01	4.28e-03	0.153	-2.85644	-0.438228	711.35	GNAI2	G protein subunit alpha i2
4199	1.62e-01	4.14e-03	0.158	2.86696	0.452555	738.7	ME1	malic enzyme 1
4925	1.66e-01	4.51e-03	0.231	-2.84026	-0.656495	216.77	NUCB2	nucleobindin 2
1401	1.78e-01	4.95e-03	0.262	-2.81052	-0.736981	1846.13	CRP	C-reactive protein
7422	1.82e-01	5.18e-03	0.166	2.79582	0.463069	1055.88	VEGFA	vascular endothelial growth factor A
221785	1.86e-01	5.41e-03	0.233	2.78133	0.648424	3498.37	ZSCAN25	zinc finger and SCAN domain containing 25
200734	1.90e-01	5.72e-03	0.233	-2.76345	-0.643175	270.27	SPRED2	sprouty related EVH1 domain containing 2
10921	1.90e-01	5.80e-03	0.203	2.7591	0.559231	356.84	RNPS1	RNA binding protein with serine rich domain 1
54625	1.90e-01	5.93e-03	0.211	2.75148	0.580892	326.44	PARP14	poly(ADP-ribose) polymerase family member 14
3309	2.06e-01	6.74e-03	0.168	-2.7095	-0.455958	1910.17	HSPA5	heat shock protein family A (Hsp70) member 5
834	2.06e-01	6.56e-03	0.189	2.71816	0.513794	443.71	CASP1	caspase 1
3669	2.06e-01	6.83e-03	0.691	2.70488	1.870102	69.59	ISG20	interferon stimulated exonuclease gene 20
5005	2.07e-01	7.13e-03	0.158	-2.69073	-0.425715	6783.54	ORM2	orosomucoid 2
6192	2.07e-01	7.11e-03	0.238	2.69144	0.639964	262.21	RPS4Y1	ribosomal protein S4 Y-linked 1
7431	2.08e-01	7.32e-03	0.24	-2.68207	-0.644644	3208.68	VIM	vimentin
51495	2.19e-01	7.85e-03	0.235	-2.65866	-0.625729	339.49	HACD3	3-hydroxyacyl-CoA dehydratase 3
1646	2.38e-01	8.85e-03	0.191	2.6179	0.501161	3788.83	AKR1C2	aldo-keto reductase family 1 member C2
3240	2.38e-01	8.83e-03	0.15	-2.61854	-0.393311	4224.89	HP	haptoglobin
6509	2.40e-01	9.06e-03	0.361	-2.60994	-0.941808	84.45	SLC1A4	solute carrier family 1 member 4
1576	2.68e-01	1.07e-02	0.248	2.55381	0.633912	5998.06	CYP3A4	cytochrome P450 family 3 subfamily A member 4
91947	2.68e-01	1.06e-02	0.145	2.55469	0.369519	2664.65	ARRDC4	arrestin domain containing 4
1312	2.68e-01	1.06e-02	0.162	-2.55605	-0.413271	838.74	COMT	catechol-O-methyltransferase
7184	2.79e-01	1.13e-02	0.144	-2.53406	-0.364958	5699.59	HSP90B1	heat shock protein 90 beta family member 1
8647	2.79e-01	1.17e-02	0.386	2.52216	0.973298	77.74	ABCB11	ATP binding cassette subfamily B member 11
3566	2.79e-01	1.16e-02	0.282	-2.52259	-0.711285	145.1	IL4R	interleukin 4 receptor
50486	3.05e-01	1.29e-02	0.253	-2.48604	-0.628173	548.57	G0S2	G0/G1 switch 2
1503	3.15e-01	1.41e-02	0.217	2.45553	0.531806	499.59	CTPS1	CTP synthase 1
1958	3.15e-01	1.48e-02	0.303	2.43845	0.73938	243.26	EGR1	early growth response 1
1021	3.15e-01	1.48e-02	0.207	2.43725	0.505074	310.28	CDK6	cyclin dependent kinase 6
5004	3.15e-01	1.36e-02	0.157	-2.46703	-0.38728	8503.36	ORM1	orosomucoid 1
8829	3.15e-01	1.40e-02	0.203	-2.45603	-0.499392	600.75	NRP1	neuropilin 1
4499	3.15e-01	1.45e-02	0.155	-2.44577	-0.378699	2451.52	MT1M	metallothionein 1M
348	3.15e-01	1.47e-02	0.184	-2.44008	-0.448748	7542.2	APOE	apolipoprotein E
6184	3.30e-01	1.57e-02	0.134	-2.41484	-0.323362	2601.14	RPN1	ribophorin I
11188	3.37e-01	1.63e-02	0.206	2.40232	0.494964	384.02	NISCH	nischarin
9518	3.37e-01	1.65e-02	0.306	2.39729	0.732746	864.57	GDF15	growth differentiation factor 15
1196	3.41e-01	1.75e-02	0.243	2.37687	0.577392	269.07	CLK2	CDC like kinase 2
2053	3.41e-01	1.80e-02	0.17	-2.36583	-0.402056	984.35	EPHX2	epoxide hydrolase 2
2147	3.41e-01	1.74e-02	0.141	-2.37735	-0.336105	3040.98	F2	coagulation factor II, thrombin
1717	3.41e-01	1.81e-02	0.303	-2.36447	-0.71565	166.57	DHCR7	7-dehydrocholesterol reductase
9592	3.41e-01	1.71e-02	0.241	2.38392	0.573488	375	IER2	immediate early response 2
5817	3.41e-01	1.80e-02	0.156	2.36545	0.369828	726.24	PVR	PVR cell adhesion molecule
5286	3.41e-01	1.88e-02	0.18	2.34991	0.422488	471.11	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
89910	3.41e-01	1.86e-02	0.224	-2.35398	-0.52708	187.56	UBE3B	ubiquitin protein ligase E3B
3689	3.41e-01	1.87e-02	0.317	-2.35162	-0.745533	226.53	ITGB2	integrin subunit beta 2
10599	3.55e-01	2.00e-02	0.145	2.32678	0.338437	6018.55	SLCO1B1	solute carrier organic anion transporter family member 1B1
586	3.55e-01	1.98e-02	0.311	-2.33052	-0.724279	445.63	BCAT1	branched chain amino acid transaminase 1
858	3.56e-01	2.03e-02	0.277	2.32135	0.642142	227.61	CAV2	caveolin 2
348654	3.60e-01	2.07e-02	0.298	2.31291	0.690108	94.31	GEN1	GEN1 Holliday junction 5' flap endonuclease
230	3.62e-01	2.11e-02	0.339	-2.30651	-0.782677	126.66	ALDOC	aldolase, fructose-bisphosphate C
51703	3.77e-01	2.22e-02	0.164	2.28643	0.37407	887.74	ACSL5	acyl-CoA synthetase long chain family member 5
1645	3.84e-01	2.29e-02	0.18	2.27533	0.409942	639.5	AKR1C1	aldo-keto reductase family 1 member C1
7805	3.95e-01	2.38e-02	0.287	-2.26033	-0.648361	2321.67	LAPTM5	lysosomal protein transmembrane 5
4501	3.97e-01	2.42e-02	0.275	-2.2536	-0.6195	635.58	MT1X	metallothionein 1X
1109	4.16e-01	2.56e-02	0.179	2.23175	0.400466	644.15	AKR1C4	aldo-keto reductase family 1 member C4
23530	4.37e-01	2.72e-02	0.153	-2.20816	-0.338461	1921.51	NNT	nicotinamide nucleotide transhydrogenase
714	4.43e-01	2.79e-02	0.477	-2.19912	-1.049409	66	C1QC	complement C1q C chain
5603	4.43e-01	2.83e-02	0.182	-2.19255	-0.399563	502.5	MAPK13	mitogen-activated protein kinase 13
4495	4.43e-01	2.88e-02	0.203	-2.18676	-0.443623	244458.87	MT1G	metallothionein 1G
84914	4.43e-01	2.85e-02	0.281	2.19021	0.614689	241.42	ZNF587	zinc finger protein 587
100861540	4.46e-01	2.95e-02	0.292	2.17611	0.63496	533.59	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough
1551	4.46e-01	2.95e-02	0.292	2.17611	0.63496	533.59	CYP3A7	cytochrome P450 family 3 subfamily A member 7
10438	4.57e-01	3.06e-02	0.309	-2.16216	-0.668663	112.41	C1D	C1D nuclear receptor corepressor
6284	4.86e-01	3.29e-02	0.237	-2.13351	-0.505351	298.67	S100A13	S100 calcium binding protein A13
5627	4.93e-01	3.40e-02	0.186	-2.12025	-0.393735	2761.98	PROS1	protein S
9221	4.93e-01	3.40e-02	0.302	2.12043	0.640309	142.26	NOLC1	nucleolar and coiled-body phosphoprotein 1
10318	4.97e-01	3.49e-02	0.286	2.10984	0.603047	381.94	TNIP1	TNFAIP3 interacting protein 1
335	4.97e-01	3.53e-02	0.192	-2.10522	-0.403179	40659.91	APOA1	apolipoprotein A1
104326055	4.97e-01	3.53e-02	0.192	-2.10522	-0.403179	40659.91	APOA1-AS	APOA1 antisense RNA
9896	5.03e-01	3.64e-02	0.322	2.09287	0.674369	102.11	FIG4	FIG4 phosphoinositide 5-phosphatase
4193	5.03e-01	3.61e-02	0.169	2.0953	0.354096	5628.65	MDM2	MDM2 proto-oncogene
6155	5.15e-01	3.82e-02	0.167	-2.07274	-0.345591	756.41	RPL27	ribosomal protein L27
5034	5.15e-01	3.80e-02	0.313	-2.07491	-0.649051	106.99	P4HB	prolyl 4-hydroxylase subunit beta
29950	5.15e-01	3.78e-02	0.254	-2.0769	-0.528242	202.69	SERTAD1	SERTA domain containing 1
2661	5.16e-01	4.04e-02	0.157	-2.05009	-0.322764	705.99	GDF9	growth differentiation factor 9
27089	5.16e-01	4.00e-02	0.157	-2.05398	-0.323009	725.02	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
10559	5.16e-01	3.89e-02	0.238	-2.06502	-0.491578	185.09	SLC35A1	solute carrier family 35 member A1
38	5.16e-01	4.00e-02	0.156	-2.05324	-0.320277	2621.71	ACAT1	acetyl-CoA acetyltransferase 1
26263	5.16e-01	3.97e-02	0.342	2.05654	0.702413	79.19	FBXO22	F-box protein 22
4502	5.16e-01	3.98e-02	0.172	-2.05605	-0.354389	18234.58	MT2A	metallothionein 2A
476	5.17e-01	4.19e-02	0.159	-2.03492	-0.322863	2671.17	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
902	5.17e-01	4.20e-02	0.232	2.03361	0.47217	327.75	CCNH	cyclin H
1577	5.17e-01	4.21e-02	0.201	2.03233	0.409203	12923.62	CYP3A5	cytochrome P450 family 3 subfamily A member 5
11007	5.17e-01	4.15e-02	0.376	-2.03819	-0.765738	75.49	CCDC85B	coiled-coil domain containing 85B
6603	5.17e-01	4.12e-02	0.206	-2.0416	-0.419637	316.62	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
2932	5.26e-01	4.32e-02	0.206	-2.02154	-0.415857	343.39	GSK3B	glycogen synthase kinase 3 beta
85013	5.30e-01	4.39e-02	0.264	2.01509	0.532451	157.06	TMEM128	transmembrane protein 128
79071	5.32e-01	4.44e-02	0.281	-2.00986	-0.565308	104	ELOVL6	ELOVL fatty acid elongase 6
840	5.45e-01	4.58e-02	0.268	1.99678	0.535224	250	CASP7	caspase 7
57406	5.48e-01	4.65e-02	0.182	-1.99068	-0.36215	347.92	ABHD6	abhydrolase domain containing 6, acylglycerol lipase
23002	5.50e-01	4.70e-02	0.229	1.98588	0.4544	254.25	DAAM1	dishevelled associated activator of morphogenesis 1
5737	5.51e-01	4.89e-02	0.209	1.96929	0.410742	261	PTGFR	prostaglandin F receptor
6514	5.51e-01	4.89e-02	0.134	-1.96945	-0.263533	2412.34	SLC2A2	solute carrier family 2 member 2
2746	5.51e-01	4.79e-02	0.281	-1.97814	-0.555729	142.48	GLUD1	glutamate dehydrogenase 1
64318	5.51e-01	4.85e-02	0.29	1.97303	0.572011	127.44	NOC3L	NOC3 like DNA replication regulator
51501	5.51e-01	4.87e-02	0.324	1.97145	0.63788	100.13	HIKESHI	heat shock protein nuclear import factor hikeshi
1314	5.53e-01	5.09e-02	0.203	-1.9527	-0.39612	332.13	COPA	COPI coat complex subunit alpha
10111	5.53e-01	5.10e-02	0.181	1.95123	0.353336	631.49	RAD50	RAD50 double strand break repair protein
8795	5.53e-01	5.00e-02	0.196	1.95984	0.383891	755.29	TNFRSF10B	TNF receptor superfamily member 10b
9702	5.53e-01	5.10e-02	0.287	1.95133	0.560788	129.71	CEP57	centrosomal protein 57
9761	5.53e-01	5.15e-02	0.206	-1.94759	-0.401052	338.35	MLEC	malectin
4489	5.53e-01	5.16e-02	0.302	-1.94615	-0.587554	146.67	MT1A	metallothionein 1A
4496	5.53e-01	5.16e-02	0.25	-1.94658	-0.487121	3764.86	MT1H	metallothionein 1H
2184	5.55e-01	5.22e-02	0.257	-1.94165	-0.498442	922.28	FAH	fumarylacetoacetate hydrolase
10799	5.61e-01	5.32e-02	0.347	1.93349	0.670199	79.76	RPP40	ribonuclease P/MRP subunit p40
9214	5.78e-01	5.53e-02	0.498	-1.91625	-0.954923	80.89	FCMR	Fc mu receptor
81555	5.78e-01	5.59e-02	0.323	-1.91182	-0.61841	107.19	YIPF5	Yip1 domain family member 5
7168	5.78e-01	5.57e-02	0.222	1.91372	0.424202	459.58	TPM1	tropomyosin 1
6506	5.78e-01	5.63e-02	0.376	-1.90872	-0.717362	150.5	SLC1A2	solute carrier family 1 member 2
10641	5.79e-01	5.68e-02	0.252	1.90504	0.47977	191.06	NPRL2	NPR2 like, GATOR1 complex subunit
6207	5.79e-01	5.72e-02	0.237	-1.90194	-0.450894	184.61	RPS13	ribosomal protein S13
8869	5.82e-01	5.82e-02	0.248	-1.89388	-0.468883	148.18	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
8777	5.82e-01	5.82e-02	0.212	1.89426	0.401161	319.19	MPDZ	multiple PDZ domain crumbs cell polarity complex component
23325	5.91e-01	5.95e-02	0.156	1.8845	0.293229	869.48	WASHC4	WASH complex subunit 4
3075	5.93e-01	6.13e-02	0.132	-1.87162	-0.246208	18332.25	CFH	complement factor H
1230	5.93e-01	6.10e-02	0.294	-1.87341	-0.551514	189.97	CCR1	C-C motif chemokine receptor 1
26511	5.93e-01	6.13e-02	0.258	1.87114	0.482499	166.7	CHIC2	cysteine rich hydrophobic domain 2
8969	5.93e-01	6.18e-02	0.262	-1.86763	-0.48871	407.32	H2AC11	H2A clustered histone 11
90523	5.93e-01	6.21e-02	0.39	-1.86592	-0.728525	106.46	MLIP	muscular LMNA interacting protein
29103	5.93e-01	6.20e-02	0.188	-1.86604	-0.35077	478.12	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
526	6.02e-01	6.38e-02	0.166	-1.85335	-0.308294	1299.18	ATP6V1B2	ATPase H+ transporting V1 subunit B2
64428	6.02e-01	6.36e-02	0.386	1.85509	0.715859	74.85	CIAO3	cytosolic iron-sulfur assembly component 3
1647	6.03e-01	6.48e-02	0.206	1.84649	0.380085	506.37	GADD45A	growth arrest and DNA damage inducible alpha
6697	6.03e-01	6.46e-02	0.31	-1.84791	-0.572094	97.43	SPR	sepiapterin reductase
8856	6.03e-01	6.51e-02	0.185	1.84455	0.341626	505.39	NR1I2	nuclear receptor subfamily 1 group I member 2
51296	6.30e-01	6.85e-02	0.389	-1.82189	-0.708138	97.36	SLC15A3	solute carrier family 15 member 3
6146	6.53e-01	7.19e-02	0.266	1.79988	0.479528	593.24	RPL22	ribosomal protein L22
11118	6.53e-01	7.18e-02	0.302	1.80052	0.543004	108.29	BTN3A2	butyrophilin subfamily 3 member A2
708	6.72e-01	7.44e-02	0.219	-1.78405	-0.389885	1072.6	C1QBP	complement C1q binding protein
10286	6.74e-01	7.55e-02	0.205	1.77729	0.364955	501.23	BCAS2	BCAS2 pre-mRNA processing factor
51719	6.74e-01	7.52e-02	0.147	-1.77931	-0.261421	1091.83	CAB39	calcium binding protein 39
10130	6.77e-01	8.07e-02	0.145	-1.7465	-0.252502	3194.14	PDIA6	protein disulfide isomerase family A member 6
7341	6.77e-01	8.03e-02	0.297	-1.74874	-0.520112	142.52	SUMO1	small ubiquitin like modifier 1
220729	6.77e-01	7.76e-02	0.225	1.7649	0.39624	266.54	SDHAP4	SDHA pseudogene 4
56940	6.77e-01	7.97e-02	0.159	1.75238	0.278228	545.3	DUSP22	dual specificity phosphatase 22
26054	6.77e-01	8.04e-02	0.197	1.74828	0.344936	458.41	SENP6	SUMO specific peptidase 6
23097	6.77e-01	8.00e-02	0.269	1.75068	0.471119	154.83	CDK19	cyclin dependent kinase 19
2852	6.77e-01	7.65e-02	0.31	-1.77147	-0.548366	93.97	GPER1	G protein-coupled estrogen receptor 1
10150	6.77e-01	8.05e-02	0.171	1.7478	0.298401	4596.02	MBNL2	muscleblind like splicing regulator 2
79006	6.77e-01	8.02e-02	0.289	-1.74967	-0.505917	106.3	METRN	meteorin, glial cell differentiation regulator
81533	6.77e-01	7.76e-02	0.204	-1.76454	-0.360825	323.73	ITFG1	integrin alpha FG-GAP repeat containing 1
2896	6.77e-01	7.91e-02	0.257	-1.75581	-0.451502	320.57	GRN	granulin precursor
26136	6.79e-01	8.19e-02	0.289	1.73985	0.503208	177.49	TES	testin LIM domain protein
1649	6.79e-01	8.17e-02	0.259	1.74081	0.450076	224.87	DDIT3	DNA damage inducible transcript 3
6775	6.87e-01	8.36e-02	0.377	1.7303	0.65231	73.9	STAT4	signal transducer and activator of transcription 4
54840	6.87e-01	8.38e-02	0.187	1.72889	0.322668	367.08	APTX	aprataxin
6654	6.94e-01	8.60e-02	0.259	1.71668	0.445404	147.39	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1
2247	6.94e-01	8.53e-02	0.27	1.72091	0.463918	158.69	FGF2	fibroblast growth factor 2
1557	6.94e-01	8.56e-02	0.256	1.719	0.439757	901.89	CYP2C19	cytochrome P450 family 2 subfamily C member 19
9093	6.98e-01	8.74e-02	0.37	-1.70942	-0.633153	116.55	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3
4493	6.98e-01	8.71e-02	0.287	-1.71091	-0.491017	2728.25	MT1E	metallothionein 1E
3098	6.99e-01	8.80e-02	0.336	-1.70582	-0.573363	170.88	HK1	hexokinase 1
3028	7.01e-01	8.88e-02	0.258	-1.70181	-0.438788	199.38	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10
25929	7.06e-01	8.98e-02	0.241	1.69651	0.408046	199.41	GEMIN5	gem nuclear organelle associated protein 5
3895	7.09e-01	9.07e-02	0.173	1.69189	0.292287	748.08	KTN1	kinectin 1
64332	7.17e-01	9.21e-02	0.255	1.68417	0.429538	463.27	NFKBIZ	NFKB inhibitor zeta
27284	7.34e-01	9.52e-02	0.185	1.66874	0.309018	644.34	SULT1B1	sulfotransferase family 1B member 1
1937	7.34e-01	9.54e-02	0.234	-1.66781	-0.39076	161.98	EEF1G	eukaryotic translation elongation factor 1 gamma
10062	7.46e-01	9.78e-02	0.212	-1.65577	-0.351654	792.99	NR1H3	nuclear receptor subfamily 1 group H member 3
10892	7.46e-01	9.78e-02	0.249	1.65541	0.411757	188.46	MALT1	MALT1 paracaspase
5986	7.47e-01	9.85e-02	0.251	1.65226	0.414822	178.52	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
22823	7.47e-01	1.01e-01	0.226	1.63933	0.369803	222.81	MTF2	metal response element binding transcription factor 2
10180	7.47e-01	1.01e-01	0.198	1.64076	0.325571	387.01	RBM6	RNA binding motif protein 6
1861	7.47e-01	1.02e-01	0.192	-1.63523	-0.313629	347.93	TOR1A	torsin family 1 member A
101	7.47e-01	1.00e-01	0.35	-1.64316	-0.574957	111.73	ADAM8	ADAM metallopeptidase domain 8
2065	7.47e-01	1.02e-01	0.179	1.6355	0.293407	674.05	ERBB3	erb-b2 receptor tyrosine kinase 3
3169	7.47e-01	9.97e-02	0.193	-1.6461	-0.317124	490.25	FOXA1	forkhead box A1
8678	7.47e-01	1.01e-01	0.203	1.6408	0.332962	273.93	BECN1	beclin 1
7048	7.51e-01	1.03e-01	0.174	-1.6303	-0.284447	667.16	TGFBR2	transforming growth factor beta receptor 2
51375	7.52e-01	1.04e-01	0.228	1.62692	0.37091	224.27	SNX7	sorting nexin 7
3576	7.52e-01	1.04e-01	0.8	1.62456	1.299231	1178.43	CXCL8	C-X-C motif chemokine ligand 8
9710	7.52e-01	1.05e-01	0.345	1.62284	0.559146	103.95	GARRE1	granule associated Rac and RHOG effector 1
2946	7.54e-01	1.11e-01	0.318	1.59535	0.507787	108.6	GSTM2	glutathione S-transferase mu 2
2533	7.54e-01	1.11e-01	0.415	-1.59352	-0.661677	143.99	FYB1	FYN binding protein 1
2966	7.54e-01	1.08e-01	0.168	1.60581	0.269041	955.12	GTF2H2	general transcription factor IIH subunit 2
26872	7.54e-01	1.07e-01	0.249	1.61106	0.401772	224.22	STEAP1	STEAP family member 1
4176	7.54e-01	1.10e-01	0.271	-1.59977	-0.434022	148.23	MCM7	minichromosome maintenance complex component 7
2131	7.54e-01	1.10e-01	0.231	-1.59826	-0.36882	967.21	EXT1	exostosin glycosyltransferase 1
6709	7.54e-01	1.09e-01	0.217	-1.60408	-0.348114	489.91	SPTAN1	spectrin alpha, non-erythrocytic 1
2597	7.54e-01	1.11e-01	0.17	-1.59408	-0.270776	4415.69	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
6038	7.54e-01	1.07e-01	0.18	-1.61142	-0.289822	4916.04	RNASE4	ribonuclease A family member 4
51005	7.54e-01	1.07e-01	0.292	1.61261	0.470359	130.59	AMDHD2	amidohydrolase domain containing 2
1938	7.54e-01	1.06e-01	0.129	-1.61693	-0.208009	8771.16	EEF2	eukaryotic translation elongation factor 2
8624	7.54e-01	1.09e-01	0.24	1.60102	0.383505	326.4	PSMG1	proteasome assembly chaperone 1
8517	7.54e-01	1.11e-01	0.382	1.59154	0.608062	82.06	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
5567	7.62e-01	1.15e-01	0.272	1.57798	0.428855	271.04	PRKACB	protein kinase cAMP-activated catalytic subunit beta
2244	7.62e-01	1.15e-01	0.164	-1.57765	-0.258338	9486.66	FGB	fibrinogen beta chain
10419	7.62e-01	1.14e-01	0.315	1.58163	0.497743	203.88	PRMT5	protein arginine methyltransferase 5
10398	7.62e-01	1.14e-01	0.488	-1.58244	-0.772531	75.12	MYL9	myosin light chain 9
8161	7.63e-01	1.15e-01	0.242	1.57486	0.381414	185.34	COIL	coilin
3018	7.73e-01	1.17e-01	0.341	-1.56636	-0.534859	156.49	H2BC3	H2B clustered histone 3
5580	7.78e-01	1.19e-01	0.239	-1.56066	-0.373189	247.02	PRKCD	protein kinase C delta
9804	7.79e-01	1.21e-01	0.225	-1.54901	-0.348285	311.71	TOMM20	translocase of outer mitochondrial membrane 20
1545	7.79e-01	1.19e-01	0.484	-1.55757	-0.754624	77.1	CYP1B1	cytochrome P450 family 1 subfamily B member 1
221357	7.79e-01	1.21e-01	0.796	1.54906	1.233642	294.97	GSTA5	glutathione S-transferase alpha 5
2222	7.79e-01	1.22e-01	0.23	1.54508	0.355392	424.36	FDFT1	farnesyl-diphosphate farnesyltransferase 1
219972	7.79e-01	1.21e-01	0.525	-1.55228	-0.814442	95.61	MPEG1	macrophage expressed 1
3936	7.79e-01	1.21e-01	0.539	-1.55067	-0.835068	3185.49	LCP1	lymphocyte cytosolic protein 1
11261	7.79e-01	1.22e-01	0.154	-1.54711	-0.238764	685.45	CHP1	calcineurin like EF-hand protein 1
6348	7.80e-01	1.24e-01	0.603	-1.53808	-0.926719	823.88	CCL3	C-C motif chemokine ligand 3
9525	7.80e-01	1.23e-01	0.3	1.54087	0.462647	80.93	VPS4B	vacuolar protein sorting 4 homolog B
51599	7.80e-01	1.24e-01	0.275	-1.53861	-0.423491	146.42	LSR	lipolysis stimulated lipoprotein receptor
151011	7.89e-01	1.26e-01	0.176	1.5299	0.26911	606.99	SEPTIN10	septin 10
5859	7.89e-01	1.26e-01	0.23	-1.52823	-0.35214	333.82	QARS1	glutaminyl-tRNA synthetase 1
9181	8.00e-01	1.29e-01	0.242	-1.51859	-0.367919	204.72	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
51742	8.03e-01	1.30e-01	0.261	1.51484	0.39584	221.94	ARID4B	AT-rich interaction domain 4B
1632	8.05e-01	1.31e-01	0.182	1.51131	0.274604	2085.82	ECI1	enoyl-CoA delta isomerase 1
58472	8.16e-01	1.33e-01	0.36	1.50254	0.540906	77.21	SQOR	sulfide quinone oxidoreductase
2167	8.24e-01	1.35e-01	0.565	-1.49537	-0.844605	11248.86	FABP4	fatty acid binding protein 4
4783	8.27e-01	1.36e-01	0.303	1.49113	0.451386	215.6	NFIL3	nuclear factor, interleukin 3 regulated
