GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10180	0.21983	0.00324618	0.314	2.94341	0.9253136	378.97	RBM6	RNA binding motif protein 6
221785	0.21983	0.00295014	0.291	2.972886	0.8652692	3813.64	ZSCAN25	zinc finger and SCAN domain containing 25
9112	0.21983	0.00342127	0.258	2.9271106	0.7546244	185.08	MTA1	metastasis associated 1
199675	0.21983	0.00327288	0.772	2.9408737	2.2695767	20.36	MCEMP1	mast cell expressed membrane protein 1
10544	0.21983	0.00320423	0.562	-2.9474345	-1.6560287	36.29	PROCR	protein C receptor
5343	0.22501	0.0041196	0.575	2.8688554	1.6499867	36.31	PLGLB1	plasminogen like B1
9940	0.22501	0.00414571	0.249	2.8668561	0.7136721	477.4	DLEC1	DLEC1 cilia and flagella associated protein
30	0.22501	0.00414571	0.249	2.8668561	0.7136721	477.4	ACAA1	acetyl-CoA acyltransferase 1
586	0.22501	0.00386235	0.33	-2.8891902	-0.9547682	568.22	BCAT1	branched chain amino acid transaminase 1
4318	0.22501	0.00374156	0.258	-2.899167	-0.7486125	2581.92	MMP9	matrix metallopeptidase 9
10150	0.23809	0.00449645	0.172	2.8410557	0.4872622	5019.83	MBNL2	muscleblind like splicing regulator 2
9971	0.23911	0.00462576	0.184	2.832002	0.5219982	1219.24	NR1H4	nuclear receptor subfamily 1 group H member 4
7336	0.24247	0.00480245	0.335	2.8199942	0.9435774	104.06	UBE2V2	ubiquitin conjugating enzyme E2 V2
55876	0.26076	0.00528495	0.532	2.7891324	1.4832951	114.83	GSDMB	gasdermin B
22823	0.26505	0.00561604	0.239	2.7693953	0.662264	236.35	MTF2	metal response element binding transcription factor 2
5742	0.26505	0.0055304	0.768	-2.7743977	-2.1321124	56.27	PTGS1	prostaglandin-endoperoxide synthase 1
2582	0.28007	0.00655444	0.324	2.7186726	0.8796629	94.25	GALE	UDP-galactose-4-epimerase
2773	0.28007	0.00683007	0.285	2.7050178	0.7696375	189.02	GNAI3	G protein subunit alpha i3
23397	0.28007	0.00683718	0.678	-2.7046723	-1.8331604	64.91	NCAPH	non-SMC condensin I complex subunit H
26511	0.28007	0.006353	0.315	2.7289831	0.8583805	173.34	CHIC2	cysteine rich hydrophobic domain 2
8358	0.28007	0.0067333	0.458	-2.7097545	-1.2423589	60.95	H3C2	H3 clustered histone 2
6288	0.28007	0.0065185	0.215	-2.7204911	-0.5838086	3184.77	SAA1	serum amyloid A1
38	0.28007	0.00672175	0.168	-2.7103243	-0.4560906	3191.37	ACAT1	acetyl-CoA acetyltransferase 1
3484	0.31618	0.00815577	0.262	-2.6455522	-0.6936244	1253.93	IGFBP1	insulin like growth factor binding protein 1
100528017	0.31618	0.00812249	0.221	-2.6469352	-0.5839274	1539.61	SAA2-SAA4	SAA2-SAA4 readthrough
6289	0.31618	0.00812249	0.221	-2.6469352	-0.5839274	1539.61	SAA2	serum amyloid A2
3030	0.36494	0.00958148	0.171	-2.5905785	-0.4417737	1122.97	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
26574	0.37641	0.01005619	0.281	2.573891	0.7231199	147.87	AATF	apoptosis antagonizing transcription factor
11004	0.37812	0.01172684	1.067	-2.5202592	-2.6888785	11.57	KIF2C	kinesin family member 2C
9970	0.37812	0.01271423	0.245	2.491675	0.6115558	516.18	NR1I3	nuclear receptor subfamily 1 group I member 3
54625	0.37812	0.01049096	0.312	2.5592125	0.7988537	354.9	PARP14	poly(ADP-ribose) polymerase family member 14
891	0.37812	0.01236174	0.539	-2.5016462	-1.347553	33.02	CCNB1	cyclin B1
2966	0.37812	0.0124556	0.177	2.4989667	0.441512	1046.09	GTF2H2	general transcription factor IIH subunit 2
3101	0.37812	0.01032994	0.463	-2.5645847	-1.188397	132.11	HK3	hexokinase 3
8352	0.37812	0.01115697	0.465	-2.5377434	-1.1791703	50.73	H3C3	H3 clustered histone 3
2115	0.37812	0.01259303	0.65	2.4950755	1.6226737	21.88	ETV1	ETS variant transcription factor 1
5286	0.37812	0.01210047	0.179	2.5092007	0.4499801	539.79	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
144195	0.37812	0.01114967	0.438	2.5379727	1.1126088	73.65	SLC2A14	solute carrier family 2 member 14
10599	0.37812	0.01220753	0.181	2.5060879	0.4533026	6715.5	SLCO1B1	solute carrier organic anion transporter family member 1B1
3429	0.37812	0.01267762	0.55	-2.4926992	-1.3721946	54.07	IFI27	interferon alpha inducible protein 27
11001	0.37812	0.01164119	0.218	-2.5228383	-0.5492588	598.63	SLC27A2	solute carrier family 27 member 2
10892	0.37812	0.01257865	0.265	2.495481	0.6605359	202.86	MALT1	MALT1 paracaspase
8284	0.37812	0.01101286	0.258	2.5422904	0.6557431	193.93	KDM5D	lysine demethylase 5D
10864	0.39085	0.01368254	0.199	2.4654915	0.4906716	2599.91	SLC22A7	solute carrier family 22 member 7
1244	0.39085	0.01356798	0.194	2.4685023	0.4793547	6514.57	ABCC2	ATP binding cassette subfamily C member 2
51501	0.39085	0.01346895	0.362	2.4711231	0.8936121	107.7	HIKESHI	heat shock protein nuclear import factor hikeshi
1548	0.3926	0.0139246	0.304	2.4592027	0.7479961	5281.8	CYP2A6	cytochrome P450 family 2 subfamily A member 6
5342	0.39576	0.01428007	0.435	2.45014	1.0647405	77.33	PLGLB2	plasminogen like B2
1284	0.39576	0.01440134	0.398	-2.4470936	-0.9728876	118.56	COL4A2	collagen type IV alpha 2 chain
1843	0.40804	0.01503584	0.327	2.4315147	0.7962573	2264.04	DUSP1	dual specificity phosphatase 1
2168	0.42035	0.01634024	0.205	-2.4012261	-0.4920457	50936.83	FABP1	fatty acid binding protein 1
53829	0.42035	0.01800686	0.633	2.365477	1.4977785	27.1	P2RY13	purinergic receptor P2Y13
821	0.42035	0.01703058	0.158	-2.3860468	-0.3768103	1767.41	CANX	calnexin
3106	0.42035	0.01573981	0.205	-2.4148935	-0.4943716	3097.79	HLA-B	major histocompatibility complex, class I, B
858	0.42035	0.01680077	0.276	2.3910389	0.6611071	261.14	CAV2	caveolin 2
4153	0.42035	0.01792324	0.296	-2.3672	-0.7007287	374.26	MBL2	mannose binding lectin 2
4288	0.42035	0.01735726	0.933	-2.3790514	-2.220452	18.26	MKI67	marker of proliferation Ki-67
51338	0.42035	0.01735699	0.311	-2.3790571	-0.7400624	332.34	MS4A4A	membrane spanning 4-domains A4A
834	0.42035	0.01791839	0.179	2.3673002	0.423696	525.69	CASP1	caspase 1
7184	0.42035	0.01597362	0.166	-2.4095178	-0.4005906	6671.74	HSP90B1	heat shock protein 90 beta family member 1
7168	0.42035	0.01752455	0.228	2.3755136	0.5405601	514.19	TPM1	tropomyosin 1
10921	0.42035	0.01716806	0.2	2.3830886	0.4774124	421.22	RNPS1	RNA binding protein with serine rich domain 1
6192	0.42035	0.01757791	0.241	2.3743913	0.5721225	307.84	RPS4Y1	ribosomal protein S4 Y-linked 1
54499	0.42159	0.01825395	0.316	-2.3604263	-0.7447574	112.13	TMCO1	transmembrane and coiled-coil domains 1
811	0.42637	0.01865722	0.172	-2.3523099	-0.405656	8564.39	CALR	calreticulin
7805	0.43294	0.01914409	0.289	-2.3427133	-0.6772274	2706.71	LAPTM5	lysosomal protein transmembrane 5
84833	0.43944	0.01963399	0.219	2.3332698	0.5100694	681.43	ATP5MK	ATP synthase membrane subunit k
5034	0.45357	0.02066819	0.279	-2.3139915	-0.6450451	122.91	P4HB	prolyl 4-hydroxylase subunit beta
3689	0.45357	0.02068312	0.331	-2.3137194	-0.766058	263.42	ITGB2	integrin subunit beta 2
54843	0.45882	0.02113416	0.828	2.3055791	1.9086445	10.74	SYTL2	synaptotagmin like 2
4144	0.47698	0.02219023	0.214	2.2870959	0.4888902	1738.92	MAT2A	methionine adenosyltransferase 2A
6367	0.49217	0.02312377	0.941	-2.2713835	-2.1362948	234.06	CCL22	C-C motif chemokine ligand 22
1666	0.49334	0.02340603	0.178	-2.2667414	-0.4032854	1421.89	DECR1	2,4-dienoyl-CoA reductase 1
6146	0.50204	0.02693747	0.237	2.2124227	0.5251464	674.97	RPL22	ribosomal protein L22
8869	0.50204	0.02552646	0.252	-2.2333411	-0.5620644	177.42	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
26762	0.50204	0.02406513	0.286	-2.2560878	-0.6461435	442.01	HAVCR1	hepatitis A virus cellular receptor 1
56940	0.50204	0.02695282	0.168	2.2122004	0.3722436	611.53	DUSP22	dual specificity phosphatase 22
4199	0.50204	0.02545138	0.179	2.234482	0.3989535	866.84	ME1	malic enzyme 1
8795	0.50204	0.02450881	0.204	2.249058	0.4584118	853.29	TNFRSF10B	TNF receptor superfamily member 10b
55893	0.50204	0.02677117	0.492	-2.2148383	-1.0887886	34.27	ZNF395	zinc finger protein 395
1557	0.50204	0.02705584	0.307	2.2107113	0.679291	972.45	CYP2C19	cytochrome P450 family 2 subfamily C member 19
1559	0.50204	0.02641073	0.226	2.2201184	0.5025145	16268.98	CYP2C9	cytochrome P450 family 2 subfamily C member 9
196513	0.50204	0.02641621	0.662	-2.2200377	-1.4701343	18.05	DCP1B	decapping mRNA 1B
466	0.50204	0.02603086	0.434	2.2257511	0.9659721	46.19	ATF1	activating transcription factor 1
1649	0.50204	0.02587806	0.338	2.2280369	0.7528157	238.07	DDIT3	DNA damage inducible transcript 3
4089	0.50204	0.02629136	0.398	2.2218808	0.8848207	52.13	SMAD4	SMAD family member 4
84914	0.50204	0.02548602	0.286	2.2339551	0.6398165	277.07	ZNF587	zinc finger protein 587
51296	0.50807	0.02761527	0.36	-2.2027089	-0.7929121	115.89	SLC15A3	solute carrier family 15 member 3
8312	0.51059	0.02798736	0.873	-2.1974635	-1.918318	16.13	AXIN1	axin 1
6775	0.5118	0.02990342	0.436	2.1713673	0.9468994	79.23	STAT4	signal transducer and activator of transcription 4
8837	0.5118	0.0283673	0.331	2.1921691	0.725311	128.4	CFLAR	CASP8 and FADD like apoptosis regulator
2099	0.5118	0.03017511	0.499	2.1677842	1.0811378	118.15	ESR1	estrogen receptor 1
25987	0.5118	0.02966783	0.227	2.174497	0.4926846	1646.37	TSKU	tsukushi, small leucine rich proteoglycan
12	0.5118	0.02996162	0.237	-2.1705973	-0.514489	678.59	SERPINA3	serpin family A member 3
596	0.5118	0.02969384	0.891	-2.1741504	-1.9371773	16.27	BCL2	BCL2 apoptosis regulator
29950	0.5118	0.02987401	0.26	-2.1717569	-0.5650625	238.01	SERTAD1	SERTA domain containing 1
9383	0.5118	0.02921662	0.68	2.1805513	1.482885	21.62	TSIX	TSIX transcript, XIST antisense RNA
7503	0.5118	0.02921662	0.68	2.1805513	1.482885	21.62	XIST	X inactive specific transcript
54850	0.51543	0.03062678	0.394	2.1618884	0.8524273	65.25	FBXL12	F-box and leucine rich repeat protein 12
823	0.51748	0.03098691	0.239	-2.1572408	-0.5147263	190.34	CAPN1	calpain 1
2627	0.52659	0.03177494	0.238	2.1472305	0.5109017	324.75	GATA6	GATA binding protein 6
10797	0.53347	0.03243602	0.31	-2.1389956	-0.6626003	115.98	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
7076	0.5399	0.03307549	0.415	-2.1311658	-0.8853746	240.57	TIMP1	TIMP metallopeptidase inhibitor 1
4925	0.54063	0.03336935	0.236	-2.127611	-0.5020193	234.04	NUCB2	nucleobindin 2
64332	0.54191	0.03372295	0.266	2.123369	0.5651746	514.76	NFKBIZ	NFKB inhibitor zeta
1021	0.54191	0.03417733	0.225	2.1179733	0.4769585	360.97	CDK6	cyclin dependent kinase 6
7994	0.54191	0.0342063	0.205	2.1176314	0.434616	337.73	KAT6A	lysine acetyltransferase 6A
2022	0.54191	0.03444666	0.664	-2.114804	-1.4047769	31.75	ENG	endoglin
6696	0.5437	0.03481057	0.722	-2.1105551	-1.5248642	404.96	SPP1	secreted phosphoprotein 1
6284	0.54739	0.03529911	0.265	-2.1049104	-0.5582726	353.29	S100A13	S100 calcium binding protein A13
128346	0.55696	0.03660824	0.667	2.0901065	1.3944639	28.24	C1orf162	chromosome 1 open reading frame 162
51742	0.55696	0.0370571	0.244	2.0851345	0.5091731	246.88	ARID4B	AT-rich interaction domain 4B
10130	0.55696	0.03755868	0.169	-2.0796388	-0.3507567	3829.81	PDIA6	protein disulfide isomerase family A member 6
3693	0.55696	0.03747415	0.237	-2.0805605	-0.4927642	471.09	ITGB5	integrin subunit beta 5
3459	0.55696	0.03718959	0.599	2.0836766	1.2490559	24.59	IFNGR1	interferon gamma receptor 1
10062	0.55696	0.03875158	0.242	-2.0668151	-0.5000881	969.8	NR1H3	nuclear receptor subfamily 1 group H member 3
57658	0.55696	0.03889374	0.43	2.0653094	0.8879059	62.32	CALCOCO1	calcium binding and coiled-coil domain 1
4193	0.55696	0.03942139	0.192	2.0597611	0.3962642	6421.03	MDM2	MDM2 proto-oncogene
26020	0.55696	0.03909121	0.173	-2.0632255	-0.356714	919.02	LRP10	LDL receptor related protein 10
55837	0.55696	0.03860825	0.314	2.068338	0.6497634	172.31	EAPP	E2F associated phosphoprotein
3175	0.55696	0.03921735	0.288	2.061899	0.5944993	233.12	ONECUT1	one cut homeobox 1
2896	0.55696	0.03808178	0.255	-2.0739734	-0.5293196	380.96	GRN	granulin precursor
351	0.55696	0.03783199	0.252	2.0766704	0.5230505	2186.09	APP	amyloid beta precursor protein
11326	0.55696	0.03950826	1.094	2.0588537	2.2514621	7.82	VSIG4	V-set and immunoglobulin domain containing 4
50486	0.56717	0.0406422	0.202	-2.0471618	-0.4128085	581.96	G0S2	G0/G1 switch 2
124	0.56717	0.04111955	0.154	2.0423225	0.3140886	20926.81	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
23530	0.56717	0.04220094	0.165	-2.0315332	-0.3343881	2214.16	NNT	nicotinamide nucleotide transhydrogenase
3135	0.56717	0.04096184	0.782	-2.0439161	-1.5993301	16.91	HLA-G	major histocompatibility complex, class I, G
221357	0.56717	0.04149684	0.33	2.0385312	0.6733673	387.81	GSTA5	glutathione S-transferase alpha 5
123	0.56717	0.04232231	0.207	-2.0303369	-0.4193765	15884.04	PLIN2	perilipin 2
8519	0.56717	0.04196604	0.151	-2.0338567	-0.3070278	21716.44	IFITM1	interferon induced transmembrane protein 1
567	0.56717	0.04163843	0.16	-2.0371159	-0.3257593	61247.41	B2M	beta-2-microglobulin
2065	0.56743	0.04260292	0.194	2.0275821	0.3935188	754.75	ERBB3	erb-b2 receptor tyrosine kinase 3
348654	0.56854	0.04294858	0.344	2.0242097	0.696245	108.96	GEN1	GEN1 Holliday junction 5' flap endonuclease
7096	0.57146	0.04343169	0.695	2.0195346	1.4035352	25.67	TLR1	toll like receptor 1
5921	0.57732	0.04438703	0.365	2.0104174	0.7342016	120.79	RASA1	RAS p21 protein activator 1
54840	0.57732	0.04456969	0.201	2.0086931	0.4028066	413.92	APTX	aprataxin
6799	0.57732	0.0446748	1.073	-2.0077036	-2.1538906	7.03	SULT1A2	sulfotransferase family 1A member 2
2946	0.57993	0.04522614	0.433	2.0025451	0.8676269	113.67	GSTM2	glutathione S-transferase mu 2
5997	0.57993	0.0462125	0.372	-1.9934472	-0.741505	166.35	RGS2	regulator of G protein signaling 2
4090	0.57993	0.04546489	0.158	2.0003277	0.3159112	1340.32	SMAD5	SMAD family member 5
6591	0.57993	0.04603672	0.359	-1.9950565	-0.7164294	166.77	SNAI2	snail family transcriptional repressor 2
1880	0.57993	0.04618218	0.803	-1.9937244	-1.6005087	12.55	GPR183	G protein-coupled receptor 183
5603	0.58127	0.0465872	0.174	-1.9900339	-0.3456546	567.71	MAPK13	mitogen-activated protein kinase 13
3158	0.58701	0.05063384	0.208	-1.9545701	-0.4073422	21111.61	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2
6241	0.58701	0.04806485	1.119	-1.9767946	-2.2110549	9.39	RRM2	ribonucleotide reductase regulatory subunit M2
8856	0.58701	0.04940656	0.182	1.9650663	0.358244	581.09	NR1I2	nuclear receptor subfamily 1 group I member 2
4638	0.58701	0.04953907	0.279	1.9639225	0.5487636	200.55	MYLK	myosin light chain kinase
10227	0.58701	0.05096861	0.53	1.951744	1.0336662	29.32	MFSD10	major facilitator superfamily domain containing 10
125	0.58701	0.05089005	0.17	1.9524057	0.3327413	54746.02	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
11044	0.58701	0.05003276	0.379	1.9596838	0.7434967	71.63	TENT4A	terminal nucleotidyltransferase 4A
653238	0.58701	0.04772444	0.175	1.9798139	0.3456005	814.03	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)
7025	0.58701	0.05029446	0.726	-1.9574511	-1.4210195	33.79	NR2F1	nuclear receptor subfamily 2 group F member 1
3105	0.58701	0.04794772	0.174	-1.9778315	-0.3447307	2450.24	HLA-A	major histocompatibility complex, class I, A
1316	0.58701	0.05071947	0.277	1.9538457	0.5410379	789.31	KLF6	KLF transcription factor 6
10410	0.58701	0.05000635	0.148	-1.9599096	-0.2907149	17858.53	IFITM3	interferon induced transmembrane protein 3
55608	0.58701	0.05134638	0.218	1.9485735	0.4254824	739.5	ANKRD10	ankyrin repeat domain 10
79094	0.58701	0.05108863	0.608	1.9507346	1.1860578	31.33	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1
23131	0.58701	0.05137332	0.49	1.9483481	0.9549232	47.75	GPATCH8	G-patch domain containing 8
23764	0.58701	0.0505561	0.24	-1.9552285	-0.4700011	201.54	MAFF	MAF bZIP transcription factor F
728340	0.59156	0.05204449	0.174	1.9427655	0.3380283	804.06	GTF2H2C	GTF2H2 family member C
712	0.59213	0.05263987	0.457	1.9378636	0.8852109	95.74	C1QA	complement C1q A chain
8013	0.59213	0.05261906	0.899	-1.9380341	-1.7420115	24.83	NR4A3	nuclear receptor subfamily 4 group A member 3
26036	0.59542	0.05327227	1.083	1.9327073	2.0922131	17.99	ZNF451	zinc finger protein 451
1558	0.59542	0.05348043	0.227	1.9310212	0.4388848	8000.76	CYP2C8	cytochrome P450 family 2 subfamily C member 8
158	0.60018	0.05418508	0.617	-1.925354	-1.1880968	20.8	ADSL	adenylosuccinate lyase
5270	0.61419	0.05658121	0.363	-1.9065321	-0.6930081	585.67	SERPINE2	serpin family E member 2
6731	0.61419	0.05635333	0.218	1.9082932	0.4167176	391.55	SRP72	signal recognition particle 72
4671	0.61419	0.05606124	0.343	1.9105593	0.655178	109.18	NAIP	NLR family apoptosis inhibitory protein
403340	0.61419	0.05591859	0.714	1.9116696	1.3646703	17.16	MGC70870	C-terminal binding protein 2 pseudogene
820	0.62624	0.0579795	0.771	1.8958529	1.4609529	37.74	CAMP	cathelicidin antimicrobial peptide
3855	0.63302	0.05889881	0.361	-1.8889479	-0.6821969	111.53	KRT7	keratin 7
79574	0.63315	0.05978636	0.49	1.8823658	0.9224446	76.41	EPS8L3	EPS8 like 3
6832	0.63315	0.05961216	0.267	1.8836513	0.5028859	168.65	SUPV3L1	Suv3 like RNA helicase
139285	0.63315	0.05968054	0.605	1.8831463	1.1393214	28.03	AMER1	APC membrane recruitment protein 1
2771	0.63345	0.06010633	0.173	-1.8800128	-0.3246	786.24	GNAI2	G protein subunit alpha i2
200958	0.66377	0.0639004	0.491	1.8528741	0.9103941	57.1	MUC20	mucin 20, cell surface associated
5005	0.66377	0.06340656	0.159	-1.8563298	-0.2958352	7445.74	ORM2	orosomucoid 2
1500	0.66377	0.06382919	0.408	1.8533711	0.7556449	153.12	CTNND1	catenin delta 1
3491	0.66392	0.06490244	0.563	-1.8459295	-1.0400251	34.61	CCN1	cellular communication network factor 1
7431	0.66392	0.06459494	0.258	-1.8480512	-0.4768018	3451.1	VIM	vimentin
10525	0.66392	0.06488941	0.215	-1.8460193	-0.3976957	408.53	HYOU1	hypoxia up-regulated 1
1556	0.66392	0.06513858	0.297	1.8443059	0.5483715	2011.21	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene
11000	0.66458	0.06778653	0.367	-1.8264233	-0.6702915	128.11	SLC27A3	solute carrier family 27 member 3
1290	0.66458	0.0679581	0.547	-1.8252846	-0.9984941	70.53	COL5A2	collagen type V alpha 2 chain
5859	0.66458	0.06789468	0.24	-1.8257052	-0.4388151	398.39	QARS1	glutaminyl-tRNA synthetase 1
5447	0.66458	0.06746593	0.216	-1.8285575	-0.3958327	690.49	POR	cytochrome p450 oxidoreductase
3717	0.66458	0.0662592	0.888	1.8366661	1.6317106	17.26	JAK2	Janus kinase 2
10589	0.66458	0.06565161	0.294	-1.840795	-0.5418118	222.7	DRAP1	DR1 associated protein 1
1543	0.66458	0.06732956	0.382	1.8294678	0.6983566	183.39	CYP1A1	cytochrome P450 family 1 subfamily A member 1
8140	0.66458	0.06680635	0.372	1.8329746	0.6818244	89.02	SLC7A5	solute carrier family 7 member 5
79174	0.66458	0.06676807	0.212	-1.8332321	-0.38874	555.5	CRELD2	cysteine rich with EGF like domains 2
129607	0.66894	0.06901964	0.52	-1.8182912	-0.9450922	40.14	CMPK2	cytidine/uridine monophosphate kinase 2
9896	0.66894	0.06880546	0.283	1.819695	0.5145099	122.12	FIG4	FIG4 phosphoinositide 5-phosphatase
9813	0.67157	0.07049997	0.746	1.8086849	1.3485883	13.32	EFCAB14	EF-hand calcium binding domain 14
3074	0.67157	0.07029121	0.163	-1.8100295	-0.2942279	4586.7	HEXB	hexosaminidase subunit beta
1577	0.67157	0.07052899	0.221	1.8084983	0.3991159	14954.12	CYP3A5	cytochrome P450 family 3 subfamily A member 5
857	0.67157	0.06966735	0.273	-1.8140674	-0.4951718	346.6	CAV1	caveolin 1
1520	0.67417	0.07199745	0.242	-1.7991342	-0.435235	7088.51	CTSS	cathepsin S
51015	0.67417	0.07203753	0.289	1.7988808	0.5203467	131.9	ISOC1	isochorismatase domain containing 1
983	0.67417	0.0711715	0.75	-1.8043816	-1.3533179	27.21	CDK1	cyclin dependent kinase 1
2597	0.67417	0.07204419	0.187	-1.7988388	-0.3360524	5229.01	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
5054	0.67998	0.0729778	0.265	-1.7929695	-0.4744867	2236.75	SERPINE1	serpin family E member 1
8647	0.68494	0.07573671	0.481	1.775977	0.8548798	91.87	ABCB11	ATP binding cassette subfamily B member 11
1633	0.68494	0.074087	0.438	1.7860757	0.7822054	50.21	DCK	deoxycytidine kinase
8357	0.68494	0.07603432	0.43	-1.7741743	-0.7631731	54	H3C10	H3 clustered histone 10
780	0.68494	0.074463	0.525	1.783758	0.9369814	36.22	DDR1	discoidin domain receptor tyrosine kinase 1
6890	0.68494	0.07558723	0.307	-1.7768846	-0.5456733	125.36	TAP1	transporter 1, ATP binding cassette subfamily B member
3320	0.68494	0.075257	0.212	1.7788948	0.3766334	4557.62	HSP90AA1	heat shock protein 90 alpha family class A member 1
4303	0.68494	0.07512044	0.318	1.7797283	0.5659108	111.06	FOXO4	forkhead box O4
537	0.68494	0.07550016	0.216	-1.777414	-0.384188	852.55	ATP6AP1	ATPase H+ transporting accessory protein 1
9552	0.69259	0.077203	0.301	-1.7671507	-0.53263	133.57	SPAG7	sperm associated antigen 7
51569	0.69525	0.07781899	0.183	1.7634835	0.3235099	626	UFM1	ubiquitin fold modifier 1
1581	0.69748	0.07863533	0.222	1.7586597	0.3898223	454.06	CYP7A1	cytochrome P450 family 7 subfamily A member 1
1861	0.69748	0.0787523	0.197	-1.7579719	-0.3464395	406.35	TOR1A	torsin family 1 member A
9702	0.69748	0.07903321	0.311	1.7563234	0.5469531	149.36	CEP57	centrosomal protein 57
400966	0.69928	0.07955845	0.548	1.7532538	0.9615593	27.91	RGPD1	RANBP2 like and GRIP domain containing 1
195828	0.70534	0.08057267	0.481	1.7473729	0.8399332	59.55	ZNF367	zinc finger protein 367
388650	0.70567	0.08099507	0.201	-1.7449414	-0.3502938	495.77	DIPK1A	divergent protein kinase domain 1A
8518	0.70567	0.0812605	0.171	1.7434187	0.2982945	776.84	ELP1	elongator acetyltransferase complex subunit 1
6464	0.71107	0.08240904	0.225	-1.7368761	-0.3907475	559.53	SHC1	SHC adaptor protein 1
1020	0.71107	0.08253727	0.258	-1.7361502	-0.4477551	178.48	CDK5	cyclin dependent kinase 5
51719	0.71159	0.08346949	0.157	-1.7309006	-0.2713112	1264.97	CAB39	calcium binding protein 39
