GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
5447	2.52e-08	3.35e-10	0.226	-6.28152	-1.417125	835.08	POR	cytochrome p450 oxidoreductase
79094	2.52e-08	3.16e-10	0.431	-6.29055	-2.712177	127.63	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1
7168	2.71e-08	3.76e-10	0.251	6.26377	1.573741	310.9	TPM1	tropomyosin 1
1604	3.48e-08	5.17e-10	0.339	-6.21387	-2.107767	336.02	CD55	CD55 molecule (Cromer blood group)
39	3.48e-08	5.08e-10	0.238	6.21666	1.480877	949.98	ACAT2	acetyl-CoA acetyltransferase 2
6288	5.79e-08	8.87e-10	0.225	6.12846	1.380573	1346.13	SAA1	serum amyloid A1
6348	7.63e-08	1.21e-09	0.478	6.07925	2.905001	284.9	CCL3	C-C motif chemokine ligand 3
7296	8.73e-08	1.43e-09	0.349	-6.05251	-2.110846	1480.22	TXNRD1	thioredoxin reductase 1
8529	1.45e-07	2.44e-09	0.241	5.96546	1.440635	982.72	CYP4F2	cytochrome P450 family 4 subfamily F member 2
10797	1.63e-07	2.90e-09	0.31	-5.93701	-1.842721	157.22	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
10013	1.63e-07	2.87e-09	0.23	5.93861	1.365312	561.25	HDAC6	histone deacetylase 6
83667	1.98e-07	3.82e-09	0.282	-5.89192	-1.659591	405.39	SESN2	sestrin 2
125	1.98e-07	3.73e-09	0.36	5.89557	2.125223	28621.68	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
3638	1.98e-07	3.73e-09	0.376	5.89577	2.214541	2027.16	INSIG1	insulin induced gene 1
10110	2.10e-07	4.15e-09	0.278	-5.87815	-1.634847	382.57	SGK2	serum/glucocorticoid regulated kinase 2
126	2.17e-07	4.41e-09	0.484	5.86807	2.842026	87.75	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
3030	2.67e-07	5.55e-09	0.203	-5.82972	-1.183494	1188.76	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
8743	3.31e-07	7.05e-09	0.573	5.7897	3.314731	117.36	TNFSF10	TNF superfamily member 10
100528017	3.39e-07	7.55e-09	0.236	5.77819	1.364737	652.94	SAA2-SAA4	SAA2-SAA4 readthrough
6289	3.39e-07	7.55e-09	0.236	5.77819	1.364737	652.94	SAA2	serum amyloid A2
2244	4.38e-07	9.96e-09	0.223	5.73142	1.280953	5382.75	FGB	fibrinogen beta chain
2330	8.14e-07	1.89e-08	0.421	5.6216	2.365656	384.43	FMO5	flavin containing dimethylaniline monoxygenase 5
8644	1.08e-06	2.56e-08	0.257	-5.5691	-1.429313	5119.23	AKR1C3	aldo-keto reductase family 1 member C3
8519	1.08e-06	2.63e-08	0.253	5.56462	1.410067	10207.58	IFITM1	interferon induced transmembrane protein 1
5054	1.56e-06	3.90e-08	0.283	-5.49524	-1.557707	2823.65	SERPINE1	serpin family E member 1
10410	1.56e-06	3.93e-08	0.258	5.49404	1.415868	8437.13	IFITM3	interferon induced transmembrane protein 3
2180	1.67e-06	4.31e-08	0.205	-5.47776	-1.12304	5884.06	ACSL1	acyl-CoA synthetase long chain family member 1
1109	1.93e-06	5.06e-08	0.236	-5.44915	-1.285853	1112.77	AKR1C4	aldo-keto reductase family 1 member C4
1645	2.17e-06	5.79e-08	0.236	-5.42529	-1.280656	1105.26	AKR1C1	aldo-keto reductase family 1 member C1
3855	2.55e-06	6.97e-08	0.3	-5.39197	-1.619865	132.78	KRT7	keratin 7
2194	2.55e-06	7.08e-08	0.328	5.38923	1.767903	2065.52	FASN	fatty acid synthase
1503	3.23e-06	9.12e-08	0.239	5.34343	1.275632	367.18	CTPS1	CTP synthase 1
26227	4.21e-06	1.21e-07	0.29	-5.29223	-1.534849	368.05	PHGDH	phosphoglycerate dehydrogenase
3075	4.49e-06	1.31e-07	0.198	5.27715	1.043098	10972.71	CFH	complement factor H
3156	7.41e-06	2.20e-07	0.24	5.1815	1.24183	491.57	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
10581	7.41e-06	2.24e-07	0.253	5.17859	1.308215	4756.31	IFITM2	interferon induced transmembrane protein 2
1307	7.62e-06	2.38e-07	0.338	-5.16725	-1.74525	93.01	COL16A1	collagen type XVI alpha 1 chain
3078	7.62e-06	2.36e-07	0.227	5.1681	1.17426	5374.24	CFHR1	complement factor H related 1
3005	8.39e-06	2.66e-07	0.273	-5.14636	-1.407489	847	H1-0	H1.0 linker histone
2729	1.00e-05	3.27e-07	0.261	-5.10701	-1.332929	1529.77	GCLC	glutamate-cysteine ligase catalytic subunit
140809	1.00e-05	3.22e-07	0.435	-5.10986	-2.224039	79.91	SRXN1	sulfiredoxin 1
3015	1.29e-05	4.28e-07	0.177	-5.05628	-0.893785	1965.3	H2AZ1	H2A.Z variant histone 1
3383	1.67e-05	5.63e-07	0.432	5.00357	2.160818	144.61	ICAM1	intercellular adhesion molecule 1
3398	1.87e-05	6.38e-07	0.22	4.9794	1.093132	793.45	ID2	inhibitor of DNA binding 2
10599	1.94e-05	6.74e-07	0.196	4.96885	0.973859	4473.77	SLCO1B1	solute carrier organic anion transporter family member 1B1
2266	2.07e-05	7.28e-07	0.234	4.95387	1.160031	3942.97	FGG	fibrinogen gamma chain
5652	2.46e-05	8.75e-07	0.277	-4.9179	-1.360779	392.69	PRSS8	serine protease 8
1536	2.95e-05	1.06e-06	0.445	4.8793	2.170907	212.56	CYBB	cytochrome b-245 beta chain
23657	3.93e-05	1.44e-06	0.736	-4.8196	-3.545683	37.12	SLC7A11	solute carrier family 7 member 11
4671	4.73e-05	1.76e-06	0.393	4.77958	1.877632	64.68	NAIP	NLR family apoptosis inhibitory protein
7494	4.77e-05	1.80e-06	0.208	4.77518	0.992124	809.03	XBP1	X-box binding protein 1
2328	5.17e-05	1.97e-06	0.351	4.75667	1.669605	2209.11	FMO3	flavin containing dimethylaniline monoxygenase 3
2326	7.09e-05	2.77e-06	0.57	4.68704	2.672318	78.29	FMO1	flavin containing dimethylaniline monoxygenase 1
1595	7.09e-05	2.75e-06	0.239	4.68853	1.121974	3524.12	CYP51A1	cytochrome P450 family 51 subfamily A member 1
27242	7.21e-05	2.85e-06	0.274	-4.68113	-1.282343	411.41	TNFRSF21	TNF receptor superfamily member 21
1646	8.10e-05	3.25e-06	0.265	-4.65455	-1.234045	6581.63	AKR1C2	aldo-keto reductase family 1 member C2
55244	1.02e-04	4.13e-06	0.296	4.60474	1.361823	132.82	SLC47A1	solute carrier family 47 member 1
8878	1.08e-04	4.44e-06	0.285	-4.5898	-1.307121	2414.15	SQSTM1	sequestosome 1
1807	1.17e-04	5.03e-06	0.358	4.5635	1.632483	1189.39	DPYS	dihydropyrimidinase
105375692	1.17e-04	5.03e-06	0.358	4.5635	1.632483	1189.39	LOC105375692	uncharacterized LOC105375692
4069	1.17e-04	5.02e-06	0.385	4.56392	1.755231	3324.3	LYZ	lysozyme
8140	1.17e-04	5.02e-06	0.375	-4.56403	-1.712873	179.62	SLC7A5	solute carrier family 7 member 5
2936	1.18e-04	5.15e-06	0.22	-4.55861	-1.002845	2972.76	GSR	glutathione-disulfide reductase
84319	1.22e-04	5.42e-06	0.354	-4.54792	-1.610291	297.49	CMSS1	cms1 ribosomal small subunit homolog
1137	1.22e-04	5.44e-06	0.53	4.54698	2.407741	42.29	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit
1728	1.36e-04	6.13e-06	0.388	-4.52177	-1.756057	554.71	NQO1	NAD(P)H quinone dehydrogenase 1
467	1.43e-04	6.57e-06	0.47	-4.5072	-2.1165	66.05	ATF3	activating transcription factor 3
1052	1.43e-04	6.70e-06	0.25	4.50292	1.126972	211.73	CEBPD	CCAAT enhancer binding protein delta
570	1.43e-04	6.68e-06	0.272	4.50366	1.223901	15137.55	BAAT	bile acid-CoA:amino acid N-acyltransferase
3479	1.43e-04	6.67e-06	0.403	4.50401	1.816918	167.96	IGF1	insulin like growth factor 1
100093630	1.79e-04	8.49e-06	0.211	-4.45236	-0.941493	2794.21	SNHG8	small nucleolar RNA host gene 8
6347	1.95e-04	9.34e-06	0.341	4.43182	1.51143	183.59	CCL2	C-C motif chemokine ligand 2
5295	2.28e-04	1.11e-05	0.306	4.39501	1.342688	206.9	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
55599	2.71e-04	1.33e-05	0.369	4.35536	1.60792	98.53	RNPC3	RNA binding region (RNP1, RRM) containing 3
6832	3.09e-04	1.53e-05	0.267	-4.32483	-1.153944	244.27	SUPV3L1	Suv3 like RNA helicase
2920	3.83e-04	1.92e-05	0.414	4.27456	1.771067	88.09	CXCL2	C-X-C motif chemokine ligand 2
6307	4.32e-04	2.18e-05	0.276	4.24558	1.169799	4894.14	MSMO1	methylsterol monooxygenase 1
11001	4.47e-04	2.28e-05	0.351	-4.23559	-1.486689	705.1	SLC27A2	solute carrier family 27 member 2
3909	5.44e-04	2.80e-05	0.365	-4.18925	-1.531109	75.95	LAMA3	laminin subunit alpha 3
4499	6.82e-04	3.54e-05	0.222	-4.13543	-0.917728	2711.45	MT1M	metallothionein 1M
64332	6.85e-04	3.59e-05	0.318	4.13215	1.31399	329.23	NFKBIZ	NFKB inhibitor zeta
5685	6.96e-04	3.68e-05	0.218	-4.1264	-0.897712	1441.81	PSMA4	proteasome 20S subunit alpha 4
4609	7.58e-04	4.05e-05	0.376	-4.10442	-1.543531	1071.39	MYC	MYC proto-oncogene, bHLH transcription factor
3422	9.62e-04	5.19e-05	0.314	4.04704	1.270563	3826.87	IDI1	isopentenyl-diphosphate delta isomerase 1
712	9.75e-04	5.30e-05	0.5	4.04177	2.020931	58.96	C1QA	complement C1q A chain
10261	1.01e-03	5.66e-05	0.44	4.02649	1.773065	812.59	IGSF6	immunoglobulin superfamily member 6
8406	1.01e-03	5.60e-05	0.448	-4.02889	-1.803486	81.66	SRPX	sushi repeat containing protein X-linked
10682	1.01e-03	5.67e-05	0.232	4.02594	0.934463	1742.58	EBP	EBP cholestenol delta-isomerase
54657	1.13e-03	6.38e-05	0.173	-3.99825	-0.69272	2983.83	UGT1A4	UDP glucuronosyltransferase family 1 member A4
54659	1.31e-03	7.54e-05	0.174	-3.95861	-0.687145	2997.35	UGT1A3	UDP glucuronosyltransferase family 1 member A3
51191	1.31e-03	7.49e-05	0.342	-3.96008	-1.353022	99.04	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
8553	1.32e-03	7.66e-05	0.309	3.95474	1.221989	167.89	BHLHE40	basic helix-loop-helix family member e40
54658	1.43e-03	8.35e-05	0.173	-3.93405	-0.682556	2933.67	UGT1A1	UDP glucuronosyltransferase family 1 member A1
54576	1.44e-03	8.61e-05	0.174	-3.92688	-0.684152	2908.25	UGT1A8	UDP glucuronosyltransferase family 1 member A8
54575	1.44e-03	8.61e-05	0.174	-3.92688	-0.684152	2908.25	UGT1A10	UDP glucuronosyltransferase family 1 member A10
1956	1.44e-03	8.62e-05	0.257	3.92657	1.008402	174.85	EGFR	epidermal growth factor receptor
11168	1.45e-03	8.75e-05	0.21	-3.92294	-0.823638	480.64	PSIP1	PC4 and SRSF1 interacting protein 1
2064	1.57e-03	9.55e-05	0.267	3.9018	1.043636	275.61	ERBB2	erb-b2 receptor tyrosine kinase 2
54579	1.70e-03	1.04e-04	0.174	-3.88071	-0.675061	2930.16	UGT1A5	UDP glucuronosyltransferase family 1 member A5
6506	1.89e-03	1.17e-04	0.532	3.85198	2.048148	61.91	SLC1A2	solute carrier family 1 member 2
11042	2.00e-03	1.25e-04	0.663	3.83635	2.541922	22.88	GUSBP15	GUSB pseudogene 15
27346	2.05e-03	1.29e-04	0.319	3.82857	1.222214	1023.26	TMEM97	transmembrane protein 97
8284	2.17e-03	1.37e-04	0.299	3.81285	1.138206	131.87	KDM5D	lysine demethylase 5D
54578	2.23e-03	1.43e-04	0.174	-3.8025	-0.660822	3017.31	UGT1A6	UDP glucuronosyltransferase family 1 member A6
7453	2.23e-03	1.43e-04	0.27	-3.80235	-1.025701	445.72	WARS1	tryptophanyl-tRNA synthetase 1
54577	2.28e-03	1.48e-04	0.173	-3.79416	-0.654759	2941.5	UGT1A7	UDP glucuronosyltransferase family 1 member A7
54541	2.28e-03	1.49e-04	0.806	-3.79302	-3.056441	18.45	DDIT4	DNA damage inducible transcript 4
112267942	2.38e-03	1.56e-04	0.668	3.78074	2.52684	22.66	LOC112267942	uncharacterized LOC112267942
4853	2.43e-03	1.62e-04	0.266	3.77192	1.003605	339.97	NOTCH2	notch receptor 2
26136	2.43e-03	1.61e-04	0.274	-3.77305	-1.033785	280.35	TES	testin LIM domain protein
127544	2.49e-03	1.67e-04	0.312	-3.76365	-1.172407	163.43	RNF19B	ring finger protein 19B
55601	2.52e-03	1.72e-04	0.357	-3.75641	-1.340273	199.28	DDX60	DExD/H-box helicase 60
109729127	2.52e-03	1.71e-04	0.361	-3.75799	-1.358392	93.89	KRT7-AS	KRT7 antisense RNA 1
51279	2.64e-03	1.81e-04	0.311	3.74352	1.1624	181.32	C1RL	complement C1r subcomponent like
1829	2.80e-03	1.94e-04	0.27	-3.72671	-1.007292	205.05	DSG2	desmoglein 2
2065	2.87e-03	2.00e-04	0.28	3.71839	1.04193	485.83	ERBB3	erb-b2 receptor tyrosine kinase 3
84191	3.14e-03	2.21e-04	0.294	3.694	1.084943	417.15	CIAO2A	cytosolic iron-sulfur assembly component 2A
10561	3.18e-03	2.25e-04	0.384	3.68939	1.415145	68.82	IFI44	interferon induced protein 44
3127	3.18e-03	2.26e-04	0.417	3.68765	1.536647	639.57	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
5214	3.42e-03	2.45e-04	0.341	-3.66713	-1.250448	133.57	PFKP	phosphofructokinase, platelet
6591	3.56e-03	2.57e-04	0.354	-3.65534	-1.29569	166.01	SNAI2	snail family transcriptional repressor 2
8647	3.62e-03	2.63e-04	0.475	3.64894	1.732327	58.62	ABCB11	ATP binding cassette subfamily B member 11
4541	3.68e-03	2.69e-04	0.24	-3.64313	-0.875567	4663.17	ND6	NADH dehydrogenase subunit 6
6775	3.72e-03	2.75e-04	0.471	3.6382	1.714251	51.77	STAT4	signal transducer and activator of transcription 4
100533975	3.85e-03	2.87e-04	0.202	-3.62649	-0.731946	676.28	SLMO2-ATP5E	SLMO2-ATP5E readthrough
51012	3.85e-03	2.87e-04	0.202	-3.62649	-0.731946	676.28	PRELID3B	PRELI domain containing 3B
2195	4.03e-03	3.03e-04	0.222	3.61268	0.80023	808.19	FAT1	FAT atypical cadherin 1
58478	4.06e-03	3.07e-04	0.232	-3.60904	-0.836737	332.64	ENOPH1	enolase-phosphatase 1
1647	4.23e-03	3.22e-04	0.258	-3.5967	-0.926629	734.34	GADD45A	growth arrest and DNA damage inducible alpha
1938	4.50e-03	3.45e-04	0.202	-3.579	-0.723677	9520.06	EEF2	eukaryotic translation elongation factor 2
1196	4.51e-03	3.50e-04	0.246	3.57514	0.881246	218.19	CLK2	CDC like kinase 2
8856	4.51e-03	3.50e-04	0.281	3.57513	1.005802	373.21	NR1I2	nuclear receptor subfamily 1 group I member 2
8836	4.55e-03	3.55e-04	0.239	3.57117	0.85449	1028.08	GGH	gamma-glutamyl hydrolase
9181	5.03e-03	3.96e-04	0.305	-3.54277	-1.080989	245.12	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
728689	5.42e-03	4.29e-04	0.359	-3.52131	-1.263899	68.02	EIF3CL	eukaryotic translation initiation factor 3 subunit C like
10276	5.51e-03	4.39e-04	0.242	3.51535	0.850855	290.03	NET1	neuroepithelial cell transforming 1
7280	5.99e-03	4.80e-04	0.281	3.49155	0.981298	558.3	TUBB2A	tubulin beta 2A class IIa
3709	7.23e-03	5.83e-04	0.265	3.4393	0.912645	251.64	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
279	7.33e-03	5.95e-04	0.417	3.43396	1.4325	78.54	AMY2A	amylase alpha 2A
51435	7.82e-03	6.39e-04	0.373	3.41459	1.273473	80.93	SCARA3	scavenger receptor class A member 3
3918	7.92e-03	6.51e-04	0.417	-3.40958	-1.421393	55.38	LAMC2	laminin subunit gamma 2
3249	8.44e-03	6.98e-04	0.22	3.39048	0.745969	3888.5	HPN	hepsin
5898	8.51e-03	7.12e-04	0.262	-3.38496	-0.888135	204.73	RALA	RAS like proto-oncogene A
3169	8.51e-03	7.10e-04	0.287	3.38588	0.972127	290.45	FOXA1	forkhead box A1
8663	8.55e-03	7.19e-04	0.353	-3.38207	-1.194844	72	EIF3C	eukaryotic translation initiation factor 3 subunit C
3315	9.44e-03	7.99e-04	0.231	3.35317	0.774396	578.41	HSPB1	heat shock protein family B (small) member 1
50486	9.62e-03	8.23e-04	0.343	-3.34492	-1.148479	612.91	G0S2	G0/G1 switch 2
4089	9.62e-03	8.24e-04	0.551	3.34474	1.844378	32.91	SMAD4	SMAD family member 4
3554	9.68e-03	8.34e-04	0.231	3.34132	0.773223	524.96	IL1R1	interleukin 1 receptor type 1
4783	9.91e-03	8.58e-04	0.323	-3.33326	-1.075112	342.16	NFIL3	nuclear factor, interleukin 3 regulated
51293	9.99e-03	8.70e-04	0.285	-3.32963	-0.94863	234.44	CD320	CD320 molecule
4780	1.01e-02	8.82e-04	0.222	-3.32554	-0.739306	1278.67	NFE2L2	NFE2 like bZIP transcription factor 2
57016	1.04e-02	9.16e-04	0.324	-3.31499	-1.073271	7095.09	AKR1B10	aldo-keto reductase family 1 member B10
5737	1.14e-02	1.01e-03	0.327	3.28713	1.076519	194.25	PTGFR	prostaglandin F receptor
7096	1.14e-02	1.01e-03	1.023	3.2873	3.361718	15.58	TLR1	toll like receptor 1
1490	1.14e-02	1.02e-03	0.569	3.28563	1.869606	34.44	CCN2	cellular communication network factor 2
10673	1.17e-02	1.05e-03	0.642	3.27644	2.104054	23.3	TNFSF13B	TNF superfamily member 13b
4199	1.17e-02	1.06e-03	0.214	-3.27444	-0.702323	988.43	ME1	malic enzyme 1
11340	1.18e-02	1.07e-03	0.303	-3.27138	-0.991579	313.88	EXOSC8	exosome component 8
4154	1.20e-02	1.10e-03	0.225	3.26324	0.734543	1151.86	MBNL1	muscleblind like splicing regulator 1
5243	1.21e-02	1.12e-03	0.267	-3.25945	-0.869084	586.25	ABCB1	ATP binding cassette subfamily B member 1
55303	1.22e-02	1.13e-03	0.394	3.25716	1.284701	60.59	GIMAP4	GTPase, IMAP family member 4
5343	1.23e-02	1.15e-03	0.723	3.25183	2.350553	25.03	PLGLB1	plasminogen like B1
11309	1.24e-02	1.16e-03	0.344	3.24848	1.118404	1159.51	SLCO2B1	solute carrier organic anion transporter family member 2B1
8518	1.25e-02	1.17e-03	0.23	3.24542	0.746218	521.92	ELP1	elongator acetyltransferase complex subunit 1
25903	1.28e-02	1.21e-03	0.313	-3.23558	-1.012248	164.21	OLFML2B	olfactomedin like 2B
51056	1.29e-02	1.23e-03	0.221	3.23205	0.713372	1180.71	LAP3	leucine aminopeptidase 3
26291	1.29e-02	1.23e-03	0.539	-3.23181	-1.741756	34.99	FGF21	fibroblast growth factor 21
9217	1.37e-02	1.31e-03	0.485	3.21272	1.558312	37.11	VAPB	VAMP associated protein B and C
29088	1.42e-02	1.37e-03	0.205	-3.20166	-0.654791	655.57	MRPL15	mitochondrial ribosomal protein L15
6772	1.47e-02	1.42e-03	0.269	3.19037	0.858339	211.16	STAT1	signal transducer and activator of transcription 1
8869	1.48e-02	1.45e-03	0.358	3.18541	1.139381	79.55	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
8974	1.62e-02	1.59e-03	0.264	-3.15787	-0.834158	409.38	P4HA2	prolyl 4-hydroxylase subunit alpha 2
6580	1.62e-02	1.61e-03	0.34	3.15422	1.071668	568.94	SLC22A1	solute carrier family 22 member 1
22841	1.62e-02	1.61e-03	0.252	-3.15387	-0.796023	210.05	RAB11FIP2	RAB11 family interacting protein 2
51203	1.62e-02	1.60e-03	0.315	3.15616	0.993803	141.62	NUSAP1	nucleolar and spindle associated protein 1
9552	1.65e-02	1.65e-03	0.288	-3.1471	-0.906956	120.17	SPAG7	sperm associated antigen 7
10180	1.68e-02	1.69e-03	0.233	3.14041	0.733037	303.6	RBM6	RNA binding motif protein 6
85480	1.74e-02	1.75e-03	0.458	-3.12944	-1.432809	50.08	TSLP	thymic stromal lymphopoietin
51373	1.76e-02	1.79e-03	0.219	-3.12364	-0.683082	327.27	MRPS17	mitochondrial ribosomal protein S17
10758	1.85e-02	1.88e-03	0.326	-3.10796	-1.014611	85.6	TRAF3IP2	TRAF3 interacting protein 2
3376	1.86e-02	1.91e-03	0.478	-3.10401	-1.483637	56.64	IARS1	isoleucyl-tRNA synthetase 1
3329	1.91e-02	1.97e-03	0.225	-3.09459	-0.696399	2729.51	HSPD1	heat shock protein family D (Hsp60) member 1
929	1.91e-02	1.97e-03	0.275	-3.09486	-0.850876	682.63	CD14	CD14 molecule
199	1.93e-02	2.00e-03	0.282	3.09005	0.871769	233.34	AIF1	allograft inflammatory factor 1
10397	2.03e-02	2.12e-03	0.285	-3.07345	-0.877377	1266.17	NDRG1	N-myc downstream regulated 1
718	2.03e-02	2.13e-03	0.199	3.07116	0.611172	9773.6	C3	complement C3
26271	2.05e-02	2.16e-03	0.534	-3.06731	-1.637571	36.34	FBXO5	F-box protein 5
1277	2.06e-02	2.18e-03	0.648	3.06461	1.987063	20.11	COL1A1	collagen type I alpha 1 chain
102723342	2.07e-02	2.21e-03	0.193	3.06046	0.58932	776.49	LOC102723342	uncharacterized LOC102723342
207	2.07e-02	2.21e-03	0.193	3.06046	0.58932	776.49	AKT1	AKT serine/threonine kinase 1
8795	2.13e-02	2.29e-03	0.269	-3.04951	-0.819502	1043.35	TNFRSF10B	TNF receptor superfamily member 10b
1429	2.19e-02	2.36e-03	0.343	3.04061	1.04256	785.43	CRYZ	crystallin zeta
80010	2.26e-02	2.45e-03	0.456	-3.02918	-1.381023	38.31	RMI1	RecQ mediated genome instability 1
16	2.29e-02	2.50e-03	0.231	-3.02364	-0.698043	606.33	AARS1	alanyl-tRNA synthetase 1
2356	2.32e-02	2.54e-03	0.21	-3.01878	-0.633462	700.67	FPGS	folylpolyglutamate synthase
3576	2.34e-02	2.57e-03	0.865	3.0146	2.608037	870.11	CXCL8	C-X-C motif chemokine ligand 8
965	2.36e-02	2.62e-03	0.209	-3.00961	-0.629186	944.15	CD58	CD58 molecule
4792	2.36e-02	2.60e-03	0.364	3.01094	1.094739	109.18	NFKBIA	NFKB inhibitor alpha
6514	2.36e-02	2.63e-03	0.905	3.0078	2.722075	1112.42	SLC2A2	solute carrier family 2 member 2
6715	2.57e-02	2.88e-03	0.229	-2.98067	-0.683287	304.54	SRD5A1	steroid 5 alpha-reductase 1
23224	2.81e-02	3.16e-03	0.356	2.95199	1.051424	77.7	SYNE2	spectrin repeat containing nuclear envelope protein 2
3665	2.84e-02	3.21e-03	0.378	-2.9472	-1.113114	109.56	IRF7	interferon regulatory factor 7
3109	2.86e-02	3.25e-03	0.445	2.94344	1.309144	227.64	HLA-DMB	major histocompatibility complex, class II, DM beta
6990	2.90e-02	3.31e-03	0.201	-2.93777	-0.590686	931.1	DYNLT3	dynein light chain Tctex-type 3
3172	2.91e-02	3.32e-03	0.254	2.93616	0.745122	207.54	HNF4A	hepatocyte nuclear factor 4 alpha
8729	2.94e-02	3.38e-03	0.271	2.93108	0.793737	182.21	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1
4189	2.95e-02	3.40e-03	0.207	2.92883	0.60528	518.98	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
144195	2.98e-02	3.45e-03	0.501	2.92472	1.464986	52.32	SLC2A14	solute carrier family 2 member 14
716	2.98e-02	3.47e-03	0.184	2.92272	0.537405	15674.19	C1S	complement C1s
51015	3.08e-02	3.60e-03	0.328	2.91128	0.954432	90.15	ISOC1	isochorismatase domain containing 1
468	3.18e-02	3.73e-03	0.233	-2.90047	-0.675531	1012.44	ATF4	activating transcription factor 4
55851	3.27e-02	3.85e-03	0.294	-2.89022	-0.848927	138.2	PSENEN	presenilin enhancer, gamma-secretase subunit
9817	3.37e-02	3.98e-03	0.253	-2.87972	-0.727387	192.95	KEAP1	kelch like ECH associated protein 1
4502	3.38e-02	4.02e-03	0.272	-2.87651	-0.782408	19148.7	MT2A	metallothionein 2A
9619	3.38e-02	4.04e-03	0.545	-2.87537	-1.566685	37.48	ABCG1	ATP binding cassette subfamily G member 1
23768	3.56e-02	4.26e-03	0.55	-2.85797	-1.571702	50.77	FLRT2	fibronectin leucine rich transmembrane protein 2
8930	3.57e-02	4.29e-03	0.235	-2.85605	-0.669745	311.26	MBD4	methyl-CpG binding domain 4, DNA glycosylase
